coursePrefix,courseNum,fee,section,credits,prof,title,days,times,building,room,days2,times2,building2,room2
ENV,6932,0.0,19651,3,Steven Laux,Special Problems in Environmental Engineering: SOLID WASTE SYSTEM DES,M,8-10,PSY,0130,,,,
ENV,6932,0.0,30461,3,Christine Angelini,Special Problems in Environmental Engineering: COASTAL POLICY LAB,T,11,BLK,0315,,,,
FAS,6932,0.0,12572,3,"Charles Cichra,Daniel Canfield",Special Topics in Fisheries and Aquatic Sciences: FISH AND LIMNOLOGY,"T,R",5,,,R,6-9,MCCB,3096
FAS,6932,0.0,12593,3,Jeffrey Hill,Special Topics in Fisheries and Aquatic Sciences: Invasion Ecology,,,,,,,,
FAS,6932,0.0,20512,3,Jeffrey Hill,Special Topics in Fisheries and Aquatic Sciences: Invasion Ecology,,,,,,,,
FAS,6932,0.0,21032,3,Jeffrey Hill,Special Topics in Fisheries and Aquatic Sciences: Invasion Ecology,,,,,,,,
FAS,6932,0.0,22061,3,"Michael Kutyna,LAWRENCE MEYER,Douglas Marcinek",Special Topics in Fisheries and Aquatic Sciences: Science Diver,,,,,,,,
FAS,6932,0.0,28271,3,Jeffrey Hill,Special Topics in Fisheries and Aquatic Sciences: Invasion Ecology,,,,,,,,
LAS,6938,0.0,14541,3,Robert Buschbacher,Seminar in Modern Latin American Studies: Biocultural Conservation Strat,T,10-E1,GRI,0376,,,,
LAS,6938,0.0,14562,3,Mariana Mora Bayo,Seminar in Modern Latin American Studies: Afro Indigenous Strg Abya Yala,W,5-7,GRI,0376,,,,
LAS,6938,0.0,14563,3,Nicholas Vargas,Seminar in Modern Latin American Studies: Latin Am & Latinx Migration US,M,3-5,AND,0032,,,,
LAS,6938,0.0,14564,3,"Christine Overdevest,Catherine Tucker",Seminar in Modern Latin American Studies: Environmental Governance,R,7-9,GRI,0376,,,,
LAS,6938,0.0,14565,3,Cristian Perez Munoz,Seminar in Modern Latin American Studies: Pol Theory & Public Affairs,T,5-7,CBD,0224,,,,
LAS,6938,0.0,14566,3,Welson Tremura,"Seminar in Modern Latin American Studies: Brazilian Iden, Hist, Mus, Clt",T,3-5,GRI,0376,,,,
LAS,6938,0.0,21378,3,Jesus Fuenmayor,Seminar in Modern Latin American Studies: Seminar in Curatorial Studies,W,8-10,,,,,,
LAS,6938,0.0,26653,3,Rebecca Hanson,Seminar in Modern Latin American Studies: Crime and Violence in Latin Am,M,6-8,MAT,0006,,,,
LAS,6938,0.0,26654,3,Maria Martinez Novo,Seminar in Modern Latin American Studies: Ethnographies of State in Lat,T,7-9,GRI,0376,,,,
LAS,6938,0.0,26664,3,Robert Walker,"Seminar in Modern Latin American Studies: Env Catastrophes, Tipping Pts",W,8-10,GRI,0376,,,,
LAS,6938,0.0,26666,3,Richard Kernaghan,Seminar in Modern Latin American Studies: Ethnographic Image,W,3-5,TUR,1208H,,,,
LAS,6938,0.0,26690,3,Christopher Busey,Seminar in Modern Latin American Studies: Black Diaspora & Intellectual,T,3-5,IBLC,107,,,,
LAS,6938,0.0,28354,3,Jennifer Fuenmayor De Fernandez,"Seminar in Modern Latin American Studies: Clt, Identidad Nac Venezolana",T,9,LIT,0233,R,9-10,LIT,0233
LAS,6938,0.0,28355,3,Jennifer Fuenmayor De Fernandez,Seminar in Modern Latin American Studies: Autoritarismo Gobiernos Maduro,,,,,W,8-10,LIT,0113
PCB,5307C,18.0,16840,4,Mark Brenner,Limnology,"T,R",4-5,WM,0218,,,,
SWS,5050,0.0,17508,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,17509,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,17510,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,17511,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,17512,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,17513,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,17536,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,18932,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,29598,3,James Bonczek,Soils for Environmental Professionals,"M,W,F",4,MCCB,2102,,,,
SWS,6323,0.0,29649,3,"Masanori Fujimoto,Sarah Strauss,Julie Meyer,Andrew Ogram,Hui-Ling Liao",Advanced Microbial Ecology,"M,W,F",5,,,,,,
SWS,6323,0.0,29650,3,"Masanori Fujimoto,Sarah Strauss,Julie Meyer,Andrew Ogram,Hui-Ling Liao",Advanced Microbial Ecology,"M,W,F",5,,,,,,
SWS,6323,0.0,29651,3,"Masanori Fujimoto,Sarah Strauss,Julie Meyer,Andrew Ogram,Hui-Ling Liao",Advanced Microbial Ecology,"M,W,F",5,,,,,,
SWS,6323,0.0,29652,3,"Masanori Fujimoto,Sarah Strauss,Julie Meyer,Andrew Ogram,Hui-Ling Liao",Advanced Microbial Ecology,"M,W,F",5,,,,,,
WIS,6934,0.0,18410,3,Hayley Adams,Topics in Wildlife Ecology and Conservation: Working Dogs in Forensic Scien,,,,,,,,
WIS,6934,0.0,18412,3,Lyn Branch,Topics in Wildlife Ecology and Conservation: Conservation Planning,R,3-5,,,,,,
WIS,6934,0.0,20498,3,Miguel Acevedo,Topics in Wildlife Ecology and Conservation: Quant. Analysis/Animal Populat,T,9,MCCB,3108,R,9,MCCB,3108
WIS,6934,0.0,21954,3,Lyn Branch,Topics in Wildlife Ecology and Conservation: Writing Science,T,3-5,,,,,,
WIS,6934,0.0,22363,2,Conor McGowan,Topics in Wildlife Ecology and Conservation: Decision Analysis Wild Conserv,T,5-6,CBD,0234,,,,
WIS,6934,0.0,28502,3,Robert Fletcher,Topics in Wildlife Ecology and Conservation: Intro to Landscape Eco/Conserv,"M,W",5,ARCH,0215,F,5-6,MCCB,3086
WIS,6934,0.0,31305,VAR,Hayley Adams,Topics in Wildlife Ecology and Conservation: Working Dogs in Forensic Scien,,,,,,,,
WIS,6934,0.0,31889,2,,Topics in Wildlife Ecology and Conservation: Landscapes Genetics,W,4-5,BLK,0315,,,,
WIS,6934,0.0,31890,1,,Topics in Wildlife Ecology and Conservation: Landscape Genetics Lab,,,,,,,,
WIS,6934,0.0,32310,3,,Topics in Wildlife Ecology and Conservation: Science Writing,T,3-5,,,,,,
ANG,6930,0.0,26785,3,Maria Martinez Novo,Special Topics in Anthropology: Ethnographies the State in LA,T,7-9,GRI,0376,,,,
ANG,6930,0.0,30464,3,Stephanie Bogart,Special Topics in Anthropology: Primate Behavior,T,3,TUR,1101,R,3-4,FAC,0120
ANG,6930,0.0,30468,3,David Daegling,Special Topics in Anthropology: Applied Statistics in Bio Anth,M,9-11,TUR,1208H,,,,
ANG,6930,0.0,30473,3,Kim Valenta,Special Topics in Anthropology: Primate Conservation,T,4-6,CBD,0238,,,,
ANG,6930,0.0,30502,3,Daniel Contreras,Special Topics in Anthropology: Digital Methods in Archaeology,T,10,DAU,0342,R,10-11,DAU,0342
ANG,6930,0.0,30527,3,"Michael Heckenberger,Steven Brandt",Special Topics in Anthropology: Indigenous Cultural Heritage,T,8-10,TUR,2336,,,,
ANG,6930,0.0,30538,3,Augusto Oyuela-Caycedo,Special Topics in Anthropology: Anthropology of Plants & Trees,W,4,PUGH,120,F,4-5,PUGH,120
ANG,6930,0.0,30595,3,"Richard Kernaghan,Alix Johnson",Special Topics in Anthropology: Afterlives,T,5,TUR,2336,R,5-6,TUR,2349
ANG,6930,0.0,30599,3,Jeffrey Johnson,Special Topics in Anthropology: Research Strategies in Anthro,W,5-7,CBD,0238,,,,
ANG,6930,0.0,30600,3,Richard Kernaghan,Special Topics in Anthropology: The Ethnographic Image,W,3-5,TUR,1208H,,,,
ANG,6930,0.0,30607,3,Marit Ostebo,Special Topics in Anthropology: Anthropology of Global Health,T,9-11,CBD,0234,,,,
ANG,6930,0.0,30620,3,"Catherine Tucker,Christine Overdevest",Special Topics in Anthropology: Environmental Governance,R,7-9,GRI,0376,,,,
ANG,6930,0.0,31957,3,Kim Valenta,Special Topics in Anthropology: Primate Ecology,T,8,CSE,E220,R,7-8,CSE,E220
AOM,6932,0.0,10596,VAR,Cheryl Palm,Special Topics in Agricultural Operations Management: Adv Sustain Ag Intens lab,W,8-9,ROG,0283,,,,
AOM,6932,0.0,20676,2,Cheryl Palm,Special Topics in Agricultural Operations Management: Adv Sustainable Ag Intens,M,8-9,ROG,0283,,,,
BOT,5695C,0.0,20364,3,Francis Putz,Ecosystems of Florida,F,3-6,CRR,0221,,,,
BOT,6935,0.0,18943,2,Rebecca Kimball,Special Topics: GRANT WRITING SEMINAR,M,6-7,CRR,0222,,,,
BOT,6935,0.0,19627,VAR,William Barbazuk,Special Topics,,,,,,,,
BOT,6935,0.0,32270,VAR,Steven Manchester,Special Topics: Systematic Leaf Morpholgy,T,6-7,,,,,,
ENV,6935,0.0,12630,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLAND SEMINAR,,,,,,,,
ENV,6935,0.0,12631,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLAND SEMINAR,,,,,,,,
ENV,6935,0.0,12632,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLAND SEMINAR,W,5,PHL,0101,,,,
ENV,6935,0.0,12633,1,Myoseon Jang,Graduate Environmental Engineering Seminar: AIR POLLUTION SEMINAR,,,,,,,,
ENV,6935,0.0,12634,1,Michael Annable,Graduate Environmental Engineering Seminar: EVE GRADUATE SEMINAR,,,,,,,,
ENV,6935,0.0,12656,1,Michael Annable,Graduate Environmental Engineering Seminar: EVE GRADUATE SEMINAR,,,,,,,,
ENV,6935,0.0,23432,1,Michael Annable,Graduate Environmental Engineering Seminar: EVE GRADUATE SEMINAR,F,5,CHE,0316,,,,
ENY,6166,15.0,12481,3,William Kern,Insect Classification,,,,,,,,
ENY,6166,15.0,12482,3,Marc Branham,Insect Classification,,,,,W,3-5,EYN,3118
FOR,5159,18.0,12549,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,5159,0.0,12550,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,5159,0.0,12623,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,5159,18.0,12624,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,5159,0.0,31561,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,6934,0.0,13808,3,David Fox,Topics in Forest Resources and Conservation: URBAN FORESTRY,,,,,"T,R",6-7,NZH,0222
FOR,6934,0.0,13809,3,Jane Bachelor,Topics in Forest Resources and Conservation: HUMAN ORG/MGMT IN NR,,,,,,,,
FOR,6934,0.0,13810,3,Jane Bachelor,Topics in Forest Resources and Conservation: HUMAN ORG/MGMT IN NR,,,,,,,,
FOR,6934,0.0,13811,3,Jane Bachelor,Topics in Forest Resources and Conservation: HUMAN ORG/MGMT IN NR,,,,,,,,
FOR,6934,0.0,13813,3,Jason Smith,Topics in Forest Resources and Conservation: FOREST HEALTH MANAGE,M,4-5,TUR,2333,R,3-5,NZH,0219
FOR,6934,0.0,13831,3,Matthew Cohen,Topics in Forest Resources and Conservation: FOREST WATER RESOURCE,"M,W",3,NZH,0222,M,7-9,NZH,0219
FOR,6934,0.0,19637,3,Jane Bachelor,Topics in Forest Resources and Conservation: HUMAN ORG/MGMT IN NR,,,,,,,,
FOR,6934,0.0,21029,3,"Geraldine Klarenberg,Daniel Johnson",Topics in Forest Resources and Conservation: Visualization Ecological Data,T,4,NZH,0222,R,4-5,NZH,0222
FOR,6934,0.0,21401,2,Raelene Crandall,Topics in Forest Resources and Conservation: Fire Ecology and Mgmt,F,2-3,,,,,,
FOR,6934,0.0,23106,3,Megan Ennes,Topics in Forest Resources and Conservation: Science Comm &  Public Edu,,,,,,,,
FOR,6934,0.0,23118,3,SADIE HUNDEMER,Topics in Forest Resources and Conservation: Partisanship and Natural Resou,W,7-9,,,,,,
FOR,6934,0.0,26696,3,"Michael Andreu,Johanna Depenthal,Elysia Lewis",Topics in Forest Resources and Conservation: Ecol/Restor invad Eco,,,,,,,,
FOR,6934,0.0,26699,3,"Michael Andreu,Johanna Depenthal,Elysia Lewis",Topics in Forest Resources and Conservation: Ecol/Restor Invad Eco,,,,,,,,
FOR,6934,0.0,26700,3,"Michael Andreu,Johanna Depenthal,Elysia Lewis",Topics in Forest Resources and Conservation: Ecol/Restor Invad Eco,,,,,,,,
FOR,6934,0.0,26701,3,"Michael Andreu,Johanna Depenthal,Elysia Lewis",Topics in Forest Resources and Conservation: Ecol/Restor Invad Eco,,,,,,,,
FOR,6934,0.0,26705,3,"Michael Andreu,Johanna Depenthal,Elysia Lewis",Topics in Forest Resources and Conservation: Ecol/Restor Invad Eco,,,,,,,,
FOR,6934,0.0,27697,3,SADIE HUNDEMER,Topics in Forest Resources and Conservation: Partisanship and Natural Resou,W,7-9,,,,,,
FOR,6934,0.0,27699,3,SADIE HUNDEMER,Topics in Forest Resources and Conservation: Partisanship and Natural Resou,W,7-9,,,,,,
FOR,6934,0.0,28029,3,"Geraldine Klarenberg,Daniel Johnson",Topics in Forest Resources and Conservation: Visualization Ecological Data,T,4,,,R,4-5,,
FOR,6934,0.0,28031,3,"Geraldine Klarenberg,Daniel Johnson",Topics in Forest Resources and Conservation: Visualization Ecological Data,T,4,,,R,4-5,,
FOR,6934,0.0,28300,3,Megan Ennes,Topics in Forest Resources and Conservation: Science Comm &  Public Edu,,,,,,,,
FOR,6934,0.0,28301,3,Megan Ennes,Topics in Forest Resources and Conservation: Science Comm &  Public Edu,,,,,,,,
FOR,6934,0.0,31262,3,Robert Buschbacher,Topics in Forest Resources and Conservation: Stratgies Biocult Conserv,T,10-E1,GRI,0376,,,,
HOS,6932,0.0,13583,VAR,Satya Swathi Nadakuduti,Special Topics: Princ & Apps Omics Plant Bio,W,8,,,,,,
HOS,6932,0.0,13584,VAR,"Brian Pearson,Satya Swathi Nadakuduti",Special Topics: Med plants & bioactive comps,F,4,,,,,,
HOS,6932,0.0,13586,VAR,Gail Hansen De Chapman,Special Topics: ADV RES LNDSP DES,"T,R",9-10,,,,,,
HOS,6932,0.0,19425,VAR,RYAN KLEIN,Special Topics: Arboriculture,T,4,,,R,4-5,,
HOS,6932,0.0,28488,VAR,Satya Swathi Nadakuduti,Special Topics: Princ & Apps Omics Plant Bio,,,,,W,8,,
HOS,6932,0.0,31573,VAR,RYAN KLEIN,Special Topics: Arboriculture,T,4,,,R,4-5,,
HOS,6932,0.0,18770,4,"Karen Koch,Don Mccarty,Bala Rathinasabapathi",Special Topics: Plant Biochemistry,"M,T,W,R",4,FIF,2318,,,,
HOS,6932,0.0,18949,1,"Robert Ferl,Anna-Lisa Paul",Special Topics: Feeding Martians,,,,,,,,
HOS,6932,0.0,19233,VAR,,Special Topics,,,,,,,,
HOS,6932,0.0,28874,4,"Don Mccarty,Karen Koch,Bala Rathinasabapathi",Special Topics: Plant Biochemistry,"M,T,W,R",4,,,,,,
HOS,6932,0.0,29269,3,Kevin Folta,Special Topics: ADV HORT PHYSIOLOGY,T,2-3,FIF,2316,R,2,FIF,2316
HOS,6932,0.0,30892,1,"Robert Ferl,Anna-Lisa Paul,Natasha Haveman",Special Topics: Feeding Martians,,,,,,,,
HOS,6932,0.0,31792,3,"Patricio Munoz,Luis Ferrao,Esteban Rios,Xu (Kevin) Wang,Kevin Begcy,Fred Gmitter,Jude Grosser,Seonghee Lee,Carlos Messina",Special Topics: Survey of Breeding Tools/Meth,T,5,FIF,2318,R,5-6,FIF,2318
HOS,6932,0.0,31833,3,"Patricio Munoz,Luis Ferrao,Esteban Rios,Xu (Kevin) Wang,Kevin Begcy,Fred Gmitter,Jude Grosser,Seonghee Lee,Carlos Messina",Special Topics: Survey of Breeding Tools/Meth,T,5,,,R,5-6,,
LAA,6231,0.0,14419,3,Konstantinos Alexakis,Landscape Architecture Theory,T,9,RNK,0230,R,8-9,RNK,0230
MCB,6670C,21.3,15187,3,"Eric Triplett,Angelica Ahrens",The Microbiome,,,,,,,,
PHC,6937,0.0,16443,VAR,Robert Parker,Special Topics in Public Health: Frontiers in Biostat,W,5-6,HPNP,G301A,F,5,HPNP,G301A
PHC,6937,0.0,21187,VAR,Babette Brumback,Special Topics in Public Health: App. Longitud. Data Analysis,T,2,,,R,2-3,,
PHC,6937,0.0,18841,3,Deepthi Varma,Special Topics in Public Health: Mixed Methods,M,2-4,HPNP,G108,,,,
PHC,6937,0.0,22656,1,Robert Leeman,Special Topics in Public Health: Seminar: Alcohol/HIV,R,4-5,,,,,,
PHC,6937,0.0,31397,VAR,Deepthi Varma,Special Topics in Public Health: Mixed Methods,M,2-4,HPNP,G108,,,,
PHC,6937,0.0,16770,VAR,Frederick Kates,Special Topics in Public Health: Introduction to Public Health,M,3-4,,,,,,
PHC,6937,0.0,19322,VAR,Tara Sabo-Attwood,Special Topics in Public Health: Write to Change the World,M,7,,,,,,
PHC,6937,0.0,31510,VAR,Tara Sabo-Attwood,Special Topics in Public Health: Write to Change the World,M,7,,,,,,
PHC,6937,0.0,31512,VAR,Tara Sabo-Attwood,Special Topics in Public Health: Write to Change the World,M,7,,,,,,
SWS,5115,12.99,17537,3,Gabriel Maltais-Landry,Environmental Nutrient Management,,,,,,,,
SWS,5115,12.99,29963,3,Gabriel Maltais-Landry,Environmental Nutrient Management,,,,,,,,
SWS,5115,12.99,29964,3,Gabriel Maltais-Landry,Environmental Nutrient Management,,,,,,,,
SWS,5115,0.0,29965,3,Gabriel Maltais-Landry,Environmental Nutrient Management,,,,,,,,
SWS,5115,0.0,29969,3,Gabriel Maltais-Landry,Environmental Nutrient Management,,,,,,,,
SWS,5115,0.0,32118,3,Gabriel Maltais-Landry,Environmental Nutrient Management,,,,,,,,
SWS,5132,0.0,22246,3,Pedro Sanchez,Tropical Soil Management,T,3,MCCA,2186,R,3-4,MCCA,2186
SWS,5132,0.0,28857,3,Pedro Sanchez,Tropical Soil Management,T,3,,,R,3-4,,
SWS,5132,0.0,31947,3,Pedro Sanchez,Tropical Soil Management,T,3,,,R,3-4,,
SWS,5132,0.0,31948,3,Pedro Sanchez,Tropical Soil Management,T,3,,,R,3-4,,
SWS,5132,0.0,32076,3,Pedro Sanchez,Tropical Soil Management,T,3,,,R,3-4,,
SWS,5247,0.0,17103,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5247,0.0,17104,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5247,0.0,17105,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5247,0.0,17106,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5247,0.0,21924,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5247,0.0,28396,2,Todd Osborne,Hydric Soils,,,,,,,,
SWS,5308,0.0,17107,3,Julie Meyer,Ecology of Waterborne Pathogens,W,3,PUGH,170,,,,
SWS,5308,0.0,17109,3,Julie Meyer,Ecology of Waterborne Pathogens,,,,,,,,
SWS,5308,12.99,17110,3,Julie Meyer,Ecology of Waterborne Pathogens,,,,,,,,
SWS,5308,0.0,17128,3,Julie Meyer,Ecology of Waterborne Pathogens,,,,,,,,
SWS,5308,0.0,31961,3,Julie Meyer,Ecology of Waterborne Pathogens,,,,,,,,
SWS,5551,0.0,17130,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,12.99,17131,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,0.0,17132,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,0.0,17133,3,Andrew Ogram,"Soils, Water, and Public Health","M,W,F",3,MCCD,G001,,,,
SWS,5551,12.99,29118,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,0.0,31645,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,0.0,32198,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,0.0,32406,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,6932,0.0,17226,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,W,5,PHL,0101,,,,
SWS,6932,0.0,17247,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,17248,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,17251,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,17276,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,18934,3,Matthew Deitch,Topics in Soils: CONSERVATION HYDROLOGY,,,,,,,,
SWS,6932,0.0,18935,3,Matthew Deitch,Topics in Soils: CONSERVATION HYDROLOGY,,,,,,,,
SWS,6932,0.0,18936,3,Matthew Deitch,Topics in Soils: CONSERVATION HYDROLOGY,,,,,,,,
SWS,6932,0.0,19162,3,Matthew Deitch,Topics in Soils: CONSERVATION HYDROLOGY,,,,,,,,
SWS,6932,0.0,19572,3,Matthew Deitch,Topics in Soils: CONSERVATION HYDROLOGY,,,,,,,,
SWS,6932,0.0,19591,3,Matthew Deitch,Topics in Soils: CONSERVATION HYDROLOGY,,,,,,,,
SWS,6932,0.0,28397,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,30128,3,Matthew Deitch,Topics in Soils: CONSERVATION HYDROLOGY,,,,,,,,
SWS,6932,0.0,31859,1,Mark Clark,Topics in Soils: AGROECOLOGY SEMINAR,,,,,,,,
SWS,6932,0.0,32180,1,Lakesh Sharma,Topics in Soils: AGROECOLOGY SEMINAR,,,,,,,,
GEO,5305,0.0,20599,3,Michael Binford,Environmental Biogeography,T,7-8,TUR,2328,R,7,TUR,2336
VME,6934,0.0,18887,VAR,Patrick Larkin,Topics in Veterinary Medical Sciences: THE HORSE,,,,,,,,
VME,6934,0.0,19092,VAR,Fiona Maunsell,Topics in Veterinary Medical Sciences: IDP REPRO MED SEM,,,,,,,,
VME,6934,0.0,21420,VAR,"Stanley Kim,Daniel Lewis,Adam Biedrzycki,Matthew Johnson",Topics in Veterinary Medical Sciences: Dev/Adv Sm An Fracture Mangmnt,,,,,,,,
VME,6934,0.0,21465,3,Nancy Denslow,Topics in Veterinary Medical Sciences: Ecotoxicology/Risk Assessment,,,,,,,,
VME,6934,0.0,27542,VAR,Jeffrey Fortna,Topics in Veterinary Medical Sciences: Life-Enhancing Animal Well Org,,,,,,,,
VME,6934,0.0,27543,VAR,Jeffrey Fortna,Topics in Veterinary Medical Sciences: Life-Enhancing Animal Well Org,,,,,,,,
VME,6934,0.0,27884,VAR,Jeffrey Fortna,Topics in Veterinary Medical Sciences: Life-Enhancing Animal Well Org,,,,,,,,
VME,6934,0.0,31346,VAR,Deborah Turcott,Topics in Veterinary Medical Sciences: Fund and Dev Animal wel Org,,,,,,,,
VME,6934,0.0,31705,VAR,Caitlin Quinn,Topics in Veterinary Medical Sciences: Com and Mkt Animal Welfare Org,,,,,,,,
VME,6934,0.0,31706,VAR,Caitlin Quinn,Topics in Veterinary Medical Sciences: Com and Mkt Animal Welfare Org,,,,,,,,
VME,6934,0.0,31707,VAR,Lacie Davis,Topics in Veterinary Medical Sciences: Prin of all Hazard Animal Wel,,,,,,,,
VME,6934,0.0,31708,VAR,Lacie Davis,Topics in Veterinary Medical Sciences: Prin of all Hazard Animal Wel,,,,,,,,
VME,6934,0.0,31709,VAR,Emilia Gordon,Topics in Veterinary Medical Sciences: Inf Disease Mgmt Animal Shel,,,,,,,,
VME,6934,0.0,31710,VAR,Emilia Gordon,Topics in Veterinary Medical Sciences: Inf Disease Mgmt Animal Shel,,,,,,,,
VME,6934,0.0,32014,VAR,Aria Eshraghi,Topics in Veterinary Medical Sciences: Mech of Microbial Virulence JC,,,,,,,,
AGR,5444,0.0,10298,3,"James Estrada,Hannah Rusch",Ecophysiology of Crop Production,"M,W,F",4,MCCD,G001,,,,
AGR,5444,0.0,10299,3,"James Estrada,Hannah Rusch",Ecophysiology of Crop Production,,,,,,,,
AGR,5444,0.0,10300,3,"James Estrada,Hannah Rusch",Ecophysiology of Crop Production,,,,,,,,
AGR,5444,0.0,10301,3,"James Estrada,Hannah Rusch",Ecophysiology of Crop Production,,,,,,,,
AGR,5444,0.0,10302,3,"James Estrada,Hannah Rusch",Ecophysiology of Crop Production,,,,,,,,
AGR,5444,0.0,28551,3,"James Estrada,Hannah Rusch",Ecophysiology of Crop Production,"M,W,F",4,,,,,,
AGR,6932,0.0,10307,3,Edzard Van Santen,Topics in Agronomy: SAS - EXPR DESIGN & DATA ANALY,R,4-5,,,,,,
AGR,6932,0.0,18738,3,Edzard Van Santen,Topics in Agronomy: SAS - EXPR DESIGN & DATA ANALY,R,4-5,,,,,,
AGR,6932,0.0,18740,3,Edzard Van Santen,Topics in Agronomy: Intro Applied Stats using JMP,,,,,,,,
AGR,6932,0.0,18741,3,Edzard Van Santen,Topics in Agronomy: Intro Applied Stats using JMP,,,,,,,,
