coursePrefix,courseNum,fee,section,credits,prof,title,days,times,building,room,days2,times2,building2,room2
ENY,6203,0.0,12791,3,Philip Hahn,Insect Ecology,,,,,,,,
ENY,6203L,15.0,12792,1,Philip Hahn,Insect Ecology Laboratory,W,7-8,EYN,3118,,,,
ENY,6203L,15.0,12793,1,Philip Hahn,Insect Ecology Laboratory,,,,,,,,
ENY,6203L,15.0,12794,1,Philip Hahn,Insect Ecology Laboratory,,,,,,,,
ENY,6203L,15.0,12795,1,Philip Hahn,Insect Ecology Laboratory,,,,,,,,
FAS,6272,0.0,14438,3,Donald Behringer,Marine Ecological Processes,T,3-4,NZH,0222,R,3,NZH,0222
FAS,6272,0.0,14439,3,Donald Behringer,Marine Ecological Processes,,,,,,,,
FAS,6272,12.99,14440,3,Donald Behringer,Marine Ecological Processes,,,,,,,,
FAS,6272,12.99,14441,3,Donald Behringer,Marine Ecological Processes,,,,,,,,
FAS,6932,0.0,14066,3,William Patterson,Special Topics in Fisheries and Aquatic Sciences: BIOLOGY OF FISHES,,,,,,,,
FAS,6932,0.0,14067,3,William Patterson,Special Topics in Fisheries and Aquatic Sciences: BIOLOGY OF FISHES,,,,,,,,
FAS,6932,0.0,14215,3,Nicholas Funicelli,Special Topics in Fisheries and Aquatic Sciences: MARINE PROTECTED AREA,,,,,,,,
FAS,6932,0.0,14216,3,William Patterson,Special Topics in Fisheries and Aquatic Sciences: BIOLOGY OF FISHES,,,,,,,,
FAS,6932,0.0,14217,4,Vincent Lecours,Special Topics in Fisheries and Aquatic Sciences: SPATIAL SCIE/MAR ENVI,W,7-9,MCCB,3096,R,4,,
FAS,6932,0.0,14218,3,William Patterson,Special Topics in Fisheries and Aquatic Sciences: BIOLOGY OF FISHES,,,,,,,,
FAS,6932,0.0,14219,3,Nicholas Funicelli,Special Topics in Fisheries and Aquatic Sciences: MARINE PROTECTED AREA,,,,,,,,
FAS,6932,0.0,14220,3,"Michael Kutyna,Douglas Marcinek,Lawrence Meyer",Special Topics in Fisheries and Aquatic Sciences: Research Divemaster,R,E1-E2,CBD,0216,,,,
FAS,6932,0.0,14221,3,Nicholas Funicelli,Special Topics in Fisheries and Aquatic Sciences: MARINE PROTECTED AREA,,,,,,,,
FAS,6932,0.0,14222,3,Lindsey Reisinger,Special Topics in Fisheries and Aquatic Sciences: FRESHWATER ECOLOGY,"M,W,F",7,MCCB,3124,,,,
FAS,6932,0.0,14238,3,Frank Asche,Special Topics in Fisheries and Aquatic Sciences: FISH & AQUA:ECONOMICS,T,9,NZH,0222,,,,
FAS,6932,0.0,14239,3,Frank Asche,Special Topics in Fisheries and Aquatic Sciences: FISH & AQUA:ECONOMICS,,,,,,,,
FAS,6932,0.0,14240,3,Frank Asche,Special Topics in Fisheries and Aquatic Sciences: FISH & AQUA:ECONOMICS,,,,,,,,
FAS,6932,0.0,20624,3,Daniel Canfield,Special Topics in Fisheries and Aquatic Sciences: Fish & Water Quality,W,E1,,,,,,
FAS,6932,0.0,25518,3,"Charles Martin,David Chagaris,Ashley McDonald",Special Topics in Fisheries and Aquatic Sciences: Estuarine Ecology,T,8-9,CSE,E221,,,,
LAS,6938,0.0,14608,3,Renata Serra,Seminar in Modern Latin American Studies: Economics for Sustainable Dev,R,2-4,TUR,2328,,,,
LAS,6938,0.0,14629,3,Nicholas Vargas,Seminar in Modern Latin American Studies: Latinxs in Contemporary U.S.,M,6-8,GRI,0376,,,,
LAS,6938,0.0,14631,3,Emily Hind,Seminar in Modern Latin American Studies: Plant & Petroculture Mex Texts,M,9-11,TUR,1101,,,,
LAS,6938,0.0,14635,3,Maria Martinez Novo,Seminar in Modern Latin American Studies: Indigenous Ontologies,T,7-9,GRI,0376,,,,
LAS,6938,0.0,19675,3,Timothy Murtha,Seminar in Modern Latin American Studies: Urban Design Across Latin Amer,T,3-5,GRI,0376,,,,
LAS,6938,0.0,20021,3,Jeffrey Needell,Seminar in Modern Latin American Studies: Sem History of Brazil,M,8-10,FLI,0013,,,,
LAS,6938,0.0,20472,3,Robert Walker,Seminar in Modern Latin American Studies: Environmental Catastrophes,W,5-7,GRI,0376,,,,
LAS,6938,0.0,27126,3,Leslie Anderson,Seminar in Modern Latin American Studies: Latin American Politics,T,2-4,CBD,0230,,,,
LAS,6938,0.0,27163,3,Susan Paulson,Seminar in Modern Latin American Studies: Power and Environment,F,3-5,GRI,0376,,,,
LAS,6938,0.0,27164,3,Susan Paulson,"Seminar in Modern Latin American Studies: Masculinities, Gender, Environ",R,4-6,GRI,0376,,,,
LAS,6938,0.0,27165,3,Jennifer Fuenmayor De Fernandez,Seminar in Modern Latin American Studies: Venezuela: De Chávez a Maduro,T,9,LIT,0125,R,9-10,LIT,0125
LAS,6938,0.0,27792,3,Carlos Suarez Carrasquillo,Seminar in Modern Latin American Studies: Politics of the Caribbean,"M,W,F",3,,,,,,
SWS,5050,0.0,19283,3,James Bonczek,Soils for Environmental Professionals,"M,W,F",4,MCCB,3124,,,,
SWS,5050,0.0,19284,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,19285,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,19286,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,19310,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,19311,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,19312,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,19313,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,19314,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,25856,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5305C,12.99,19401,3,Andrew Ogram,Soil Microbial Ecology,,,,,,,,
SWS,5305C,50.0,19402,3,Andrew Ogram,Soil Microbial Ecology,"T,R",3,MCCB,3096,"M,W",7-9,MCCB,3108
SWS,5305C,50.0,19403,3,Andrew Ogram,Soil Microbial Ecology,,,,,,,,
SWS,5305C,50.0,19404,3,Andrew Ogram,Soil Microbial Ecology,,,,,,,,
SWS,5305C,50.0,20082,3,Andrew Ogram,Soil Microbial Ecology,,,,,,,,
SWS,5305C,50.0,20546,3,Andrew Ogram,Soil Microbial Ecology,,,,,,,,
SWS,5305C,50.0,24896,3,Andrew Ogram,Soil Microbial Ecology,,,,,,,,
SWS,5305C,12.99,25975,3,Andrew Ogram,Soil Microbial Ecology,,,,,,,,
WIS,6934,0.0,18734,3,Sarah Ernest,Topics in Wildlife Ecology and Conservation: BIODIVERSITY: PATTERNS/PROCESS,T,7,RNK,0225,R,7-8,MAT,0151
WIS,6934,0.0,18735,2,"Sarah Ernest,Ethan White",Topics in Wildlife Ecology and Conservation: ECOL. DYNAMICS & FORECASTING,"T,R",5,MCCB,3108,,,,
WIS,6934,0.0,18736,3,Ethan White,Topics in Wildlife Ecology and Conservation: DATA CARPENTRY FOR BIOLOGISTS,T,8,NZH,0222,F,5-6,NZH,0222
WIS,6934,0.0,18737,3,Lee Burton,Topics in Wildlife Ecology and Conservation: WILDLIFE TRACKS & SIGN,,,,,,,,
WIS,6934,0.0,18750,3,,Topics in Wildlife Ecology and Conservation: TBD,T,7,TUR,2346,R,6-8,TUR,2318
WIS,6934,0.0,19966,3,"Thomas Waltzek,Kuttichantran Subramaniam",Topics in Wildlife Ecology and Conservation: DISEASE AND WILDLIFE,"M,W,F",8,LIT,0127,,,,
WIS,6934,0.0,25090,2,Robert Mccleery,Topics in Wildlife Ecology and Conservation: Mammals Seminar,M,5-6,RNK,0215,,,,
WIS,6934,0.0,25837,3,Nia Morales,Topics in Wildlife Ecology and Conservation: Stakeholder Engagement in NR,T,5-6,TUR,2322,R,6,TUR,2354
WIS,6934,0.0,27087,1,Miguel Acevedo Torres,Topics in Wildlife Ecology and Conservation: Professional Ecologist,T,9,RNK,0220,,,,
ABE,5643C,0.0,10012,3,"Ray Huffaker,Rafael Munoz-Carpena,Gregory Kiker",Biological Systems Modeling,"T,R",3,ROG,0283,W,8-10,ROG,0283
ABE,5643C,0.0,25308,3,"Ray Huffaker,Gregory Kiker,Rafael Munoz-Carpena",Biological Systems Modeling,"T,R",3,ROG,0283,,,,
ANG,6930,0.0,10413,3,James Davidson,Special Topics in Anthropology: Jim Crow America,R,7-9,TUR,1208H,,,,
ANG,6930,0.0,25936,3,Valerie Deleon,Special Topics in Anthropology: Morphometrics,T,4-5,UST,0105,R,4,UST,0105
ANG,6930,0.0,25993,3,Daniel Contreras,Special Topics in Anthropology: Data Analysis for Archaeology,T,3,TUR,1208H,R,3-4,TUR,1208H
ANG,6930,0.0,25999,3,Michael Heckenberger,Special Topics in Anthropology: Amazonia,M,6-8,TUR,2342,,,,
ANG,6930,0.0,26001,3,Augusto Oyuela-Caycedo,Special Topics in Anthropology: Anthro of Disasters,T,8-9,TUR,1101,R,9,TUR,1101
ANG,6930,0.0,26023,3,David Daegling,Special Topics in Anthropology: History of Morphology,T,8-10,TUR,2333,,,,
ANG,6930,0.0,27014,3,Jeffrey Johnson,"Special Topics in Anthropology: Oceans, Culture, and Society","M,W,F",3,TUR,B310,,,,
ANG,6930,0.0,27016,3,Abdoulaye Kane,Special Topics in Anthropology: Anthropology of Migration,M,10-E1,TUR,1105,,,,
ANG,6930,0.0,27018,3,Richard Kernaghan,Special Topics in Anthropology: Sources of Law in Amazonia,T,3,MAT,0016,R,3-4,MAT,0016
ANG,6930,0.0,27019,3,Richard Kernaghan,Special Topics in Anthropology: Readings in Legal Anthropology,T,7-9,TUR,1208H,,,,
ANG,6930,0.0,27021,3,Jack Kugelmass,Special Topics in Anthropology: Photoethnography,T,5,TUR,1208H,R,5-6,TUR,1208H
ANG,6930,0.0,27265,3,Susan Paulson,Special Topics in Anthropology: Power and Environment,F,3-5,GRI,0376,,,,
ANG,6930,0.0,27267,3,Susan Paulson,"Special Topics in Anthropology: Masculinities,Gender, Environ",R,4-6,GRI,0376,,,,
ANG,6930,0.0,27416,3,Maria Martinez Novo,Special Topics in Anthropology: Indigenous Ontologies,T,7-9,,,,,,
AOM,6932,0.0,10595,VAR,"Jonathan Watson,Celina Gomez,Ying Zhang",Special Topics in Agricultural Operations Management: ADV CONTRL ENVIR PLNT,,,,,,,,
AOM,6932,0.0,10596,VAR,,Special Topics in Agricultural Operations Management: SPECIAL TOPICS,,,,,,,,
AOM,6932,0.0,25818,3,"Celina Gomez,Jonathan Watson",Special Topics in Agricultural Operations Management: ADV CONTRL ENVIR PLNT-IFAS,,,,,,,,
BOT,6935,0.0,11614,1,"Pamela Soltis,Douglas Soltis,Lucas Majure,Emily Sessa,Robert Guralnick",Special Topics: PHYLOGENETICS SYS SEMINAR,M,3,TUR,2322,,,,
BOT,6935,0.0,11615,VAR,Marta Wayne,Special Topics,,,,,,,,
BOT,6935,0.0,26908,3,Stuart Mcdaniel,Special Topics: Speciation,M,3-4,CRR,0611,W,3,CRR,0611
BOT,6935,0.0,27030,3,Grace John,Special Topics: Ecology of Plant Stress,M,7-8,TUR,2318,W,7,TUR,2318
ENV,6935,0.0,13145,1,Chang-Yu Wu,Graduate Environmental Engineering Seminar: AIR POLLUTION SEMINAR,W,9,BLK,0415,,,,
ENV,6935,0.0,13146,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLANDS SEMINAR,,,,,,,,
ENV,6935,0.0,13147,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLANDS SEMINAR,,,,,,,,
ENV,6935,0.0,13148,1,Chang-Yu Wu,Graduate Environmental Engineering Seminar: AIR POLLUTION SEMINAR,,,,,,,,
ENV,6935,0.0,13170,1,Chang-Yu Wu,Graduate Environmental Engineering Seminar: AIR POLLUTION SEMINAR,,,,,,,,
ENV,6935,0.0,13171,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLAND SEMINAR,W,5,LAR,0310,,,,
ENV,6935,0.0,13172,1,Katherine Todd-Brown,Graduate Environmental Engineering Seminar: SYS ECOLOGY SEMINAR,R,9,PHL,0101,,,,
ENV,6935,0.0,25112,1,Michael Annable,Graduate Environmental Engineering Seminar: ENV ENG GRAD SEMINAR,F,5,LAR,0310,,,,
ENV,6935,0.0,26930,1,Katherine Todd-Brown,Graduate Environmental Engineering Seminar: SYS ECOLOGY SEMINAR,,,,,,,,
ENV,6935,0.0,26931,1,Katherine Todd-Brown,Graduate Environmental Engineering Seminar: SYS ECOLOGY SEMINAR,,,,,,,,
ENY,6166,15.0,12773,3,Andrea Lucky,Insect Classification,,,,,,,,
ENY,6166,15.0,12774,3,Andrea Lucky,Insect Classification,,,,,,,,
ENY,6166,15.0,12775,3,Andrea Lucky,Insect Classification,,,,,,,,
ENY,6166,15.0,12786,3,Andrea Lucky,Insect Classification,R,3-4,EYN,3118,T,2-4,EYN,3118
ENY,6166,15.0,12787,3,Andrea Lucky,Insect Classification,,,,,,,,
FOR,6154,18.0,14191,3,Wendell Cropper,Analysis of Forest Ecosystems,,,,,,,,
FOR,6154,0.0,14192,3,Wendell Cropper,Analysis of Forest Ecosystems,,,,,,,,
FOR,6154,18.0,14193,3,Wendell Cropper,Analysis of Forest Ecosystems,,,,,,,,
FOR,6154,0.0,14194,3,Wendell Cropper,Analysis of Forest Ecosystems,,,,,,,,
FOR,6934,0.0,14227,3,Alison Adams,Topics in Forest Resources and Conservation: Environment and Society,W,4-6,NZH,0222,,,,
FOR,6934,0.0,14228,3,Scott Sager,Topics in Forest Resources and Conservation: FIELD OPS MGMT ECOSYS,M,4-9,NZH,0222,,,,
FOR,6934,0.0,23792,3,Mysha Clarke,Topics in Forest Resources and Conservation: Social Sci Res Methods for NR,W,3-4,WEIL,0238,,,,
FOR,6934,0.0,24236,3,Chelsey Crandall,Topics in Forest Resources and Conservation: Conservation Behavior for Prac,,,,,,,,
FOR,6934,0.0,24237,3,Chelsey Crandall,Topics in Forest Resources and Conservation: Conservation Behavior for Prac,,,,,,,,
FOR,6934,0.0,24238,3,Chelsey Crandall,Topics in Forest Resources and Conservation: Conservation Behavior for Prac,,,,,,,,
HOS,6932,0.0,19779,VAR,,Special Topics: MTHDS IN PLANT BIOTEC,"M,W,F",8,,,,,,
HOS,6932,0.0,20714,VAR,Sandra Wilson,Special Topics: Native Plant Science,,,,,,,,
HOS,6932,0.0,24611,VAR,Gail Hansen De Chapman,Special Topics: Resident Lscape Des,"M,W",9-10,,,,,,
HOS,6932,0.0,13720,3,Gerardo Nunez Villegas,Special Topics: Horticultural Physiology,"M,W",3,,,F,3-4,,
HOS,6932,0.0,25428,1,Carlos Vallejos,Special Topics: PROPOSAL PREPARATION,M,7,FIF,2318,,,,
HOS,6932,0.0,25664,3,Gerardo Nunez Villegas,Special Topics: Horticultural Physiology,"M,W",3,,,F,3-4,,
HOS,6932,0.0,25703,1,Carlos Vallejos,Special Topics: PROPOSAL PREPARATION,M,7,,,,,,
HOS,6932,0.0,26253,1,,Special Topics,,,,,,,,
HOS,6932,0.0,27188,1,Patricio Munoz,Special Topics: Journal Club,T,3,FIF,2316,,,,
PHC,6937,0.0,17496,1,Robert Leeman,Special Topics in Public Health: Seminar: Alcohol HIV,R,5,,,,,,
PHC,6937,0.0,23568,3,Huaizhen Qin,Special Topics in Public Health: Population Genetics,M,6-8,,,,,,
PHC,6937,0.0,17465,VAR,Subharup Guha,Special Topics in Public Health: Analysis of Multivariate Data,M,5,,,W,5-6,,
PHC,6937,0.0,17463,VAR,,Special Topics in Public Health: Intro to Public Health,,,,,,,,
PHC,6937,0.0,24230,VAR,Ashby Walker,Special Topics in Public Health: Social Stratification & Health,,,,,,,,
PHC,6937,0.0,24634,VAR,Ashby Walker,Special Topics in Public Health: Social Stratification & Health,,,,,,,,
PHC,6937,0.0,17065,VAR,John Lednicky,Special Topics in Public Health: PH Virology,T,3,,,R,3-4,,
PHC,6937,0.0,19869,VAR,John Lednicky,Special Topics in Public Health: PH Virology,T,3,,,R,3-4,,
PHC,6937,0.0,20108,VAR,John Lednicky,Special Topics in Public Health: PH Virology,T,3,,,R,3-4,,
PHC,6937,0.0,20379,VAR,,Special Topics in Public Health: Supervised Teaching,,,,,,,,
PHC,6937,0.0,20633,VAR,Eric Coker,Special Topics in Public Health: Environmental Epi,W,10-11,,,,,,
PHC,6937,0.0,26446,VAR,Eric Coker,Special Topics in Public Health: Environmental Epi,W,10-11,,,,,,
PHC,6937,0.0,26447,VAR,Eric Coker,Special Topics in Public Health: Environmental Epi,W,10-11,,,,,,
PHC,6937,0.0,26449,VAR,Eric Coker,Special Topics in Public Health: Environmental Epi,W,10-11,,,,,,
PHC,6937,0.0,26450,VAR,Eric Coker,Special Topics in Public Health: Environmental Epi,W,10-11,,,,,,
SWS,5115,20.0,25801,3,Gabriel Maltais Landry,Environmental Nutrient Management,T,4-5,RNK,0220,R,4-5,MCCA,3194
SWS,6932,0.0,19240,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,19241,1,Vimala Nair,Topics in Soils: SCIENTIFIC WRITING,R,2,MCCB,3124,,,,
SWS,6932,0.0,19242,3,Yang Lin,Topics in Soils: FOREST SOIL ECOSYSTEM SERVICES,,,,,,,,
SWS,6932,0.0,19243,3,Yang Lin,Topics in Soils: FOREST SOIL ECOSYSTEM SERVICES,,,,,,,,
SWS,6932,0.0,19244,3,Yang Lin,Topics in Soils: FOREST SOIL ECOSYSTEM SERVICES,,,,,,,,
SWS,6932,0.0,19245,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,W,5,PHL,0101,,,,
SWS,6932,0.0,19246,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,19247,3,James Jawitz,Topics in Soils: LANDSCAPE HYDROLOGY,T,3,MCCA,3194,R,2-3,MCCA,3194
SWS,6932,0.0,19269,2,Kanika Inglett,Topics in Soils: MATH FOR ENV PROFESSIONALS,,,,,,,,
SWS,6932,0.0,19270,2,Kanika Inglett,Topics in Soils: MATH FOR ENV PROFESSIONALS,,,,,,,,
SWS,6932,0.0,19271,2,Kanika Inglett,Topics in Soils: MATH FOR ENV PROFESSIONALS,,,,,,,,
SWS,6932,0.0,19275,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,20075,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,25319,1,Vimala Nair,Topics in Soils: SCIENTIFIC WRITING,R,2,,,,,,
SWS,6932,0.0,25949,3,Yang Lin,Topics in Soils: FOREST SOIL ECOSYSTEM SERVICES,,,,,,,,
SWS,6932,0.0,25950,2,Kanika Inglett,Topics in Soils: MATH FOR ENV PROFESSIONALS,,,,,,,,
FAS,5203C,0.0,14418,4,William Patterson,Biology of Fishes,M,6-7,CBD,0234,R,5,UST,0104
SWS,6448,0.0,19149,3,"Kanika Inglett,Rameshwer Reddy",Biogeochemistry of Wetlands and Aquatic Systems,,,,,,,,
SWS,6448,0.0,19150,3,"Kanika Inglett,Rameshwer Reddy",Biogeochemistry of Wetlands and Aquatic Systems,,,,,,,,
SWS,6448,0.0,19151,3,"Kanika Inglett,Rameshwer Reddy",Biogeochemistry of Wetlands and Aquatic Systems,,,,,,,,
SWS,6448,0.0,19152,3,"Kanika Inglett,Rameshwer Reddy",Biogeochemistry of Wetlands and Aquatic Systems,"T,R",4,MCCA,1142,R,7-8,MAEB,0238
SWS,6448,0.0,25971,3,"Kanika Inglett,Rameshwer Reddy",Biogeochemistry of Wetlands and Aquatic Systems,,,,,,,,
VME,6934,0.0,18833,VAR,Patrick Larkin,Topics in Veterinary Medical Sciences: THE HORSE,,,,,,,,
VME,6934,0.0,24027,VAR,Fiona Maunsell,Topics in Veterinary Medical Sciences: IDP Repro Seminar,,,,,,,,
VME,6934,0.0,25195,3,"Rhoel Dinglasan,Julie Moore,Kaci McCoy",Topics in Veterinary Medical Sciences: PLAGUE! Anat/ Pandemc Response,W,4,,,,,,
AGR,5277C,0.0,10268,3,Gregory Macdonald,Tropical Crop Production,T,7,MCCB,3096,R,6-7,MCCB,3096
AGR,5277C,0.0,23928,3,Gregory Macdonald,Tropical Crop Production,,,,,,,,
AGR,5277C,0.0,27714,3,,Tropical Crop Production,,,,,,,,
AGR,5511,0.0,10269,3,Chris Wilson,Crop Ecology,,,,,,,,
AGR,5511,0.0,10270,3,Chris Wilson,Crop Ecology,,,,,,,,
AGR,5511,0.0,10272,3,Chris Wilson,Crop Ecology,,,,,,,,
AGR,5511,0.0,10273,3,Chris Wilson,Crop Ecology,,,,,,,,
AGR,5511,0.0,27715,3,Chris Wilson,Crop Ecology,,,,,,,,
AGR,6233,0.0,10274,3,Lynn Sollenberger,Tropical Grassland Agroecosystems,"M,W",8-9,,,,,,
AGR,6233,0.0,19831,3,Lynn Sollenberger,Tropical Grassland Agroecosystems,"M,W",8-9,,,,,,
AGR,6233,0.0,27716,3,Lynn Sollenberger,Tropical Grassland Agroecosystems,"M,W",8-9,,,,,,
AGR,6422C,0.0,10275,3,,Environmental Crop Nutrition,,,,,,,,
AGR,6422C,0.0,10276,3,,Environmental Crop Nutrition,,,,,,,,
AGR,6422C,0.0,10277,3,,Environmental Crop Nutrition,,,,,,,,
AGR,6422C,0.0,10278,3,,Environmental Crop Nutrition,,,,,,,,
AGR,6422C,0.0,10280,3,,Environmental Crop Nutrition,"T,R",3-4,,,,,,
AGR,6422C,0.0,27717,3,,Environmental Crop Nutrition,,,,,,,,
AGR,6932,0.0,10284,VAR,Fredy Altpeter,Topics in Agronomy: Journal Club for Crop Biotech,R,4,,,,,,
AGR,6932,0.0,10285,VAR,Fredy Altpeter,Topics in Agronomy: Journal Club for Crop Biotech,R,4,,,,,,
AGR,6932,0.0,26383,VAR,"Candice Prince,James Estrada",Topics in Agronomy: Communicating Science,T,8,MCCB,3096,R,8-9,MCCB,3096
FOR,6340,0.0,27506,3,Timothy Martin,Physiology of Forest Trees,,,,,,,,
CHM,5224,0.0,11366,3,Alexander Grenning,Basic Principles for Organic Chemistry,"M,W,F",2,LEI,0207,R,11-E1,LEI,0207
CHM,5235,0.0,11367,3,Zhongwu Guo,Organic Spectroscopy,"M,W,F",3,TUR,2319,,,,
CHM,5275,0.0,11368,2,Stephen Miller,The Organic Chemistry of Polymers,"T,R",7,FLI,0109,,,,
CHM,6154,0.0,11371,3,Yong Zeng,Chemical Separations,"M,W,F",3,FLI,0109,,,,
EES,6208,0.0,13188,3,Jean-Claude Bonzongo,Principles of Water Chemistry I,,,,,,,,
EES,6208,57.99,13628,3,Jean-Claude Bonzongo,Principles of Water Chemistry I,"M,W,F",3,NEB,0201,,,,
EES,6208,57.99,13630,3,Jean-Claude Bonzongo,Principles of Water Chemistry I,,,,,,,,
EES,6225,0.0,19906,3,Myoseon Jang,Atmospheric Chemistry,"M,W,F",2,BLK,0315,,,,
GEO,6938,0.0,13918,VAR,Stephen Mullens,Selected Topics in Geography: RADAR & SATELLITE,T,4-5,LEI,0142,R,4,LEI,0242
GEO,6938,0.0,13921,VAR,Moulay Sounny-Slitine,Selected Topics in Geography: GIS PROGRAMMING,W,6-7,TUR,3006,,,,
GEO,6938,0.0,23441,VAR,Yujie Hu,Selected Topics in Geography: TRANSPORTATION GEO,F,7,TUR,3006,W,7-8,TUR,3012
GEO,6938,0.0,26428,VAR,,Selected Topics in Geography: A.I. IN WEATHER,T,6-7,,,R,6,LAR,0239
GEO,6938,0.0,26429,VAR,,Selected Topics in Geography: A.I. AND ATMOS SCIENCE,T,3,FLI,0117,R,3-4,TUR,2350
GEO,6938,0.0,26501,VAR,Robert Walker,Selected Topics in Geography: ENVIRO CATASTROPHIES,W,5-7,GRI,0376,,,,
GLY,5246,4.5,13718,3,Paul Mueller,Geochemistry,"T,R",6-7,WM,0210,,,,
LAS,6290,0.0,27866,3,Robert Buschbacher,Tropical Conservation and Development: Enviro Gov Strategies Amazon,F,6-8,,,,,,
SYA,7933,0.0,18997,3,Stephen Perz,Special Study in Sociology: PROF DEVEL SEMINAR,F,7-9,WEIM,2056,,,,
SYA,7933,0.0,18998,3,Raffaele Vacca,Special Study in Sociology: INTRO.TO QUANT METHODS,T,3-5,MAT,0007,,,,
SYA,7933,0.0,18999,3,Chris Gibson,Special Study in Sociology: ADV. QUANT MENTHODS,R,8-10,PSY,0129,,,,
LAW,6465,0.0,14804,2,Thomas Ankersen,Conservation Clinic,M,,HOL,0355A,,,,
