coursePrefix,courseNum,fee,section,credits,prof,title,days,times,building,room,days2,times2,building2,room2
FAS,6932,0.0,13884,3,Nicholas Funicelli,Special Topics in Fisheries and Aquatic Sciences: MARINE PROTECTED AREA,,,,,,,,
FAS,6932,0.0,13885,3,LINDSEY REISINGER,Special Topics in Fisheries and Aquatic Sciences: FRESHWATER ECOLOGY,"M,F",7,MCCC,0100,W,7,MCCC,0100
FAS,6932,0.0,23364,3,LINDSEY REISINGER,Special Topics in Fisheries and Aquatic Sciences: Freshwater Ecology,,,,,,,,
FAS,6932,0.0,23365,3,LINDSEY REISINGER,Special Topics in Fisheries and Aquatic Sciences: Freshwater Ecology,,,,,,,,
FAS,6932,0.0,25815,3,LINDSEY REISINGER,Special Topics in Fisheries and Aquatic Sciences: Freshwater Ecology,,,,,,,,
FAS,6932,0.0,27839,3,William Patterson,Special Topics in Fisheries and Aquatic Sciences: Biology of Fishes,,,,,,,,
LAS,6938,0.0,14237,3,Joel Correia,Seminar in Modern Latin American Studies: Human Rights in Latin America,R,4-6,GRI,0376,,,,
LAS,6938,0.0,14238,3,Maria Martinez Novo,Seminar in Modern Latin American Studies: Latin American Elites,T,7-9,GRI,0376,,,,
LAS,6938,0.0,18896,3,Timothy Murtha,Seminar in Modern Latin American Studies: Urban Design Across Latin Amer,T,3-5,GRI,0376,,,,
LAS,6938,0.0,19159,3,Joel Correia,Seminar in Modern Latin American Studies: Env Justice and Latin America,W,5-7,GRI,0376,,,,
LAS,6938,0.0,28170,3,Maria Aleman,Seminar in Modern Latin American Studies: Lat Am Short Stories & Crt Wrt,,,,,R,10-E1,GRI,0376
LAS,6938,0.0,28171,3,Jennifer Fuenmayor De Fernandez,Seminar in Modern Latin American Studies: Política Económica Venezuela,M,6-8,GRI,0376,,,,
LAS,6938,0.0,28172,3,Jennifer Fuenmayor De Fernandez,Seminar in Modern Latin American Studies: Democracia y Gobernanza en Amé,T,10,MAT,0105,R,10-11,MAT,0105
LAS,6938,0.0,28304,3,Christopher Busey,Seminar in Modern Latin American Studies: Intro to Afro-Latinx Studies,T,5,,,R,5-6,,
LAS,6938,0.0,28440,3,Rebecca Hanson,Seminar in Modern Latin American Studies: Policing the Americas,M,8-10,,,,,,
LAS,6938,0.0,28623,3,Nicholas Vargas,Seminar in Modern Latin American Studies: Race and Latinxs,W,4-6,,,,,,
SWS,5050,0.0,18564,3,James Bonczek,Soils for Environmental Professionals,"M,W,F",4,MCCB,3124,,,,
SWS,5050,0.0,18565,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,18566,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,18567,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,18584,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,18585,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,18586,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,18587,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,18588,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,23857,3,Todd Osborne,Soils for Environmental Professionals,,,,,,,,
SWS,5305C,12.99,18667,3,Andrew Ogram,Soil Microbial Ecology,,,,,,,,
SWS,5305C,50.0,18668,3,Andrew Ogram,Soil Microbial Ecology,"T,R",3,MCCB,3096,"M,W",7-9,MCCB,3108
SWS,5305C,0.0,18669,3,Andrew Ogram,Soil Microbial Ecology,,,,,,,,
SWS,5305C,0.0,18670,3,Andrew Ogram,Soil Microbial Ecology,,,,,,,,
SWS,5305C,0.0,19210,3,Andrew Ogram,Soil Microbial Ecology,,,,,,,,
SWS,5305C,0.0,19624,3,Andrew Ogram,Soil Microbial Ecology,,,,,,,,
SWS,5305C,0.0,23124,3,Andrew Ogram,Soil Microbial Ecology,,,,,,,,
SWS,5305C,12.99,23956,3,Andrew Ogram,Soil Microbial Ecology,,,,,,,,
WIS,6934,0.0,18057,VAR,Lee Burton,Topics in Wildlife Ecology and Conservation: WILDLIFE TRACKS & SIGN,,,,,,,,
WIS,6934,0.0,23838,3,Nia Morales,Topics in Wildlife Ecology and Conservation: Stakeholder Engagement in NR,T,5,NZH,0222,R,5-6,NZH,0222
WIS,6934,0.0,24875,1,Miguel Acevedo,Topics in Wildlife Ecology and Conservation: Professional Ecologist,T,9,NPB,1200,,,,
WIS,6934,0.0,26190,VAR,,Topics in Wildlife Ecology and Conservation: Wildlife Tracks & Signs,,,,,,,,
WIS,6934,0.0,29201,3,Bill Pine,Topics in Wildlife Ecology and Conservation: Quantitative Wildlife Ecology,"M,W",3,,,F,2-3,,
ABE,5643C,0.0,10010,3,"Gregory Kiker,Rafael Munoz-Carpena,Ray Huffaker",Biological Systems Modeling,"T,R",3,ROG,0283,W,8-10,ROG,0283
ABE,5643C,0.0,23427,3,Gregory Kiker,Biological Systems Modeling,"T,R",3,,,W,8-10,,
ABE,5643C,0.0,25813,3,"Gregory Kiker,Rafael Munoz-Carpena",Biological Systems Modeling,"T,R",3,,,W,8-10,,
ABE,5643C,0.0,26083,3,Gregory Kiker,Biological Systems Modeling,"T,R",3,,,,,,
ANG,6930,0.0,21812,3,Daniel Contreras,Special Topics in Anthropology: Applying GIS in Arch Research,T,8,TUR,B348,R,8-9,TUR,B348
ANG,6930,0.0,21936,3,Robin Wright,Special Topics in Anthropology: Myth and Ritual,"M,W,F",7,AND,0013,,,,
ANG,6930,0.0,23104,2,Michelle Lefebvre,Special Topics in Anthropology: Intro to Natural Hist Museums,T,3-5,TUR,1208H,,,,
ANG,6930,0.0,24818,3,Abdoulaye Kane,Special Topics in Anthropology: Migration and Borders,M,10-E1,TUR,1101,,,,
ANG,6930,0.0,26894,3,Valerie Deleon,Special Topics in Anthropology: Visual Communication of Sci,T,6-7,TUR,1208H,R,6,TUR,1208H
ANG,6930,0.0,26993,3,Oscar Prieto,Special Topics in Anthropology: Andean Economy: Past & Present,M,5-6,MAT,0003,W,6,MAT,0003
ANG,6930,0.0,27274,3,Richard Kernaghan,Special Topics in Anthropology: Sources of Law in Amazonía,W,5-7,MAT,0005,,,,
ANG,6930,0.0,27278,3,Jack Kugelmass,Special Topics in Anthropology: Performance Theory,R,3-5,TUR,1120K,,,,
ANG,6930,0.0,27294,3,Marit Ostebo,Special Topics in Anthropology: Policy Worlds,T,8-10,MAT,0002,,,,
ANG,6930,0.0,28393,3,George Broadwell,Special Topics in Anthropology: Intr to Language Documentation,T,4,DAU,0068,R,4-5,DAU,0068
ANG,6930,0.0,28648,3,Peter Collings,Special Topics in Anthropology: Psychological Anthro,T,5-6,TUR,1101,R,6,TUR,1101
AOM,6932,0.0,10550,VAR,"Celina Gomez Vargas,Jonathan Watson,Ying Zhang",Special Topics in Agricultural Operations Management: ADV CONTRL ENVIR PLNT,,,,,,,,
AOM,6932,0.0,23826,VAR,"Jonathan Watson,Ying Zhang",Special Topics in Agricultural Operations Management: ADV CONTRL ENVIR PLNT-IFAS,,,,,,,,
BOT,6935,0.0,11526,1,"Nico Cellinese,Pam Soltis,Douglas Soltis,Lucas Majure,David Blackburn",Special Topics: PHYLOGENETICS SYS SEMINAR,M,3,CRR,0222,,,,
BOT,6935,0.0,11527,VAR,William Barbazuk,Special Topics,,,,,,,,
BOT,6935,0.0,26681,3,Bryndan Durham,Special Topics: MICROBIAL OCEANOGRAPHY,T,3,CGRC,436,R,3-4,CRR,0611
BOT,6935,0.0,29409,2,,Special Topics: Priniples of Graduate Training,W,4-5,,,,,,
ENV,6935,0.0,12882,1,Chang-Yu Wu,Graduate Environmental Engineering Seminar: AIR POLLUTION SEMINAR,W,9,BLK,0415,,,,
ENV,6935,0.0,12883,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLANDS SEMINAR,,,,,,,,
ENV,6935,0.0,12884,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLANDS SEMINAR,,,,,,,,
ENV,6935,0.0,12885,1,Chang-Yu Wu,Graduate Environmental Engineering Seminar: AIR POLLUTION SEMINAR,,,,,,,,
ENV,6935,0.0,12906,1,Chang-Yu Wu,Graduate Environmental Engineering Seminar: AIR POLLUTION SEMINAR,,,,,,,,
ENV,6935,0.0,12907,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLAND SEMINAR,W,5,MAEA,0327,,,,
ENV,6935,0.0,23286,1,,Graduate Environmental Engineering Seminar: ENV ENG GRAD SEMINAR,F,5,BLK,0415,,,,
ENY,6166,0.0,12539,3,Georgette Kluiters,Insect Classification,,,,,,,,
ENY,6166,0.0,12540,3,Georgette Kluiters,Insect Classification,,,,,,,,
ENY,6166,0.0,12541,3,Georgette Kluiters,Insect Classification,,,,,,,,
ENY,6166,15.0,12551,3,Andrea Lucky,Insect Classification,T,2-4,EYN,3118,R,3-4,EYN,3118
ENY,6166,15.0,12552,3,Georgette Kluiters,Insect Classification,,,,,,,,
FOR,6154,18.0,13857,3,Wendell Cropper,Analysis of Forest Ecosystems,,,,,,,,
FOR,6154,0.0,13858,3,Wendell Cropper,Analysis of Forest Ecosystems,,,,,,,,
FOR,6154,18.0,13859,3,Wendell Cropper,Analysis of Forest Ecosystems,,,,,,,,
FOR,6154,0.0,13860,3,Wendell Cropper,Analysis of Forest Ecosystems,,,,,,,,
FOR,6934,0.0,22706,3,Stephanie Bohlman,Topics in Forest Resources and Conservation: INFRASTRUCTURE SOCIOECO impact,R,7-9,,,,,,
FOR,6934,0.0,22707,3,Stephanie Bohlman,Topics in Forest Resources and Conservation: INFRASTRUCTURE SOCIOECO impact,R,7-9,,,,,,
FOR,6934,0.0,25862,3,Jiri Hulcr,Topics in Forest Resources and Conservation: Bark and Ambrosia Beetles,,,,,,,,
FOR,6934,0.0,25921,3,Geraldine Klarenberg,Topics in Forest Resources and Conservation: Reproducible Quant Methods,M,4,NZH,0219,R,4-5,NZH,0219
FOR,6934,0.0,26024,3,Geraldine Klarenberg,Topics in Forest Resources and Conservation: Reproducible Quant Methods,M,4,,,R,4-5,,
FOR,6934,0.0,26025,3,Geraldine Klarenberg,Topics in Forest Resources and Conservation: Reproducible Quant Methods,M,4,,,R,4-5,,
FOR,6934,0.0,28036,1,Basil Iannone,Topics in Forest Resources and Conservation: Prof Development for NR,R,8,NZH,0219,,,,
FOR,6934,0.0,28038,1,Basil Iannone,Topics in Forest Resources and Conservation: Prof Development in NR,,,,,,,,
FOR,6934,0.0,28039,1,Basil Iannone,Topics in Forest Resources and Conservation: Prof Development in NR,,,,,,,,
FOR,6934,0.0,28692,3,Stephanie Bohlman,Topics in Forest Resources and Conservation: INFRASTRUCTURE SOCIOECO impact,R,7-9,MCCB,3096,,,,
HOS,6932,0.0,13434,VAR,Sandra Wilson,Special Topics: Grad Level Plant Prop Lecture,,,,,,,,
HOS,6932,0.0,18976,3,Kimberly Moore,Special Topics: Advanced Stress Physiology,,,,,,,,
HOS,6932,0.0,29177,VAR,Kimberly Moore,Special Topics: Advanced Stress Physiology,,,,,,,,
HOS,6932,0.0,29243,VAR,Sandra Wilson,Special Topics: Grad Level Plant Prop Lecture,,,,,,,,
HOS,6932,0.0,13433,3,Gerardo Nunez,Special Topics: Horticultural Physiology,"M,W",3,,,F,3-4,,
HOS,6932,0.0,23518,1,Carlos Vallejos,Special Topics: PROPOSAL PREPARATION,T,9,FIF,2316,,,,
HOS,6932,0.0,23706,3,Gerardo Nunez,Special Topics: Horticultural Physiology,"M,W",3,,,F,3-4,,
HOS,6932,0.0,24155,1,Carlos Vallejos,Special Topics: PROPOSAL PREPARATION,T,9,,,,,,
HOS,6932,0.0,24961,1,Patricio Munoz,Special Topics: J Club Prof Dev Plant Breeders,W,4,FIF,2316,,,,
HOS,6932,0.0,26363,1,"Carlos Messina,Juan Diego Jarquin",Special Topics: Concepts AI for Plant Sci,F,8,PSF,0005,,,,
HOS,6932,0.0,29059,1,"Carlos Messina,Juan Diego Jarquin",Special Topics: Concepts AI for Plant Sci,F,8,,,,,,
HOS,6932,0.0,29084,1,Patricio Munoz,Special Topics: J Club Prof Dev Plant Breeders,W,4,,,,,,
PHC,6937,0.0,16868,VAR,SUBHARUP GUHA,Special Topics in Public Health: Analysis of Multivariate Data,M,5,HPNP,G316,W,5-6,HPNP,G316
PHC,6937,0.0,26291,VAR,"Qing Lu,Muxuan Liang",Special Topics in Public Health: Intro to Stat. Learning,M,3-4,HPNP,G105,W,4,HPNP,G105
PHC,6937,0.0,28780,VAR,Zhiguang Huo,Special Topics in Public Health: Intro. to Biostat. Computing,M,6-7,HPNP,G210,W,7,HPNP,G210
PHC,6937,0.0,16896,VAR,Robert Leeman,Special Topics in Public Health: Seminar: Alcohol HIV,R,5,,,,,,
PHC,6937,0.0,29343,VAR,Heather Stark,Special Topics in Public Health: Independent Study,,,,,,,,
PHC,6937,0.0,16866,VAR,Rebecca Austin-Datta,Special Topics in Public Health: Intro to Public Health,,,,,,,,
PHC,6937,0.0,22700,VAR,"Kelsea Lebeau,Jennifer Maizel",Special Topics in Public Health: Social Stratification & Health,,,,,,,,
PHC,6937,0.0,22974,VAR,"Kelsea Lebeau,Jennifer Maizel",Special Topics in Public Health: Social Stratification & Health,,,,,,,,
PHC,6937,0.0,28719,VAR,Nichole Stetten,Special Topics in Public Health: Intro to Qual Research Methods,R,4-6,,,,,,
PHC,6937,0.0,28735,VAR,Nichole Stetten,Special Topics in Public Health: Intro to Qual Research Methods,,,,,,,,
PHC,6937,0.0,29186,VAR,Rebecca Austin-Datta,Special Topics in Public Health: Intro to Public Health,,,,,,,,
PHC,6937,0.0,19485,VAR,Sarah Mckune,Special Topics in Public Health: Supervised Teaching,,,,,,,,
PHC,6937,0.0,24316,VAR,"Zhoumeng Lin,Wei-Chun Chou",Special Topics in Public Health: PBPK Model in Tox & Risk Ass,,,,,,,,
PHC,6937,0.0,24317,VAR,"Zhoumeng Lin,Wei-Chun Chou",Special Topics in Public Health: PBPK Model in Tox & Risk Ass,,,,,,,,
PHC,6937,0.0,24318,VAR,"Zhoumeng Lin,Wei-Chun Chou",Special Topics in Public Health: PBPK Model in Tox & Risk Ass,,,,,,,,
SWS,5115,20.0,23811,3,Gabriel Maltais-Landry,Environmental Nutrient Management,T,4-5,MCCD,G001,R,4-5,MCCA,3194
SWS,6932,0.0,18532,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,18537,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,W,5,PHL,0101,,,,
SWS,6932,0.0,18538,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,18557,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,19206,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,27465,3,Yang Lin,Topics in Soils: SOIL HEALTH AND DATA,,,,,,,,
SWS,6932,0.0,27466,3,Yang Lin,Topics in Soils: SOIL HEALTH AND DATA,,,,,,,,
SWS,6932,0.0,27467,3,Yang Lin,Topics in Soils: SOIL HEALTH AND DATA,,,,,,,,
SWS,6932,0.0,27468,3,Yang Lin,Topics in Soils: SOIL HEALTH AND DATA,,,,,,,,
SWS,6932,0.0,28794,3,Yang Lin,Topics in Soils: SOIL HEALTH AND DATA,,,,,,,,
VME,6603,0.0,22654,3,Christopher Martyniuk,Advanced Toxicology,M,3-5,,,,,,
FAS,5203C,0.0,14055,4,William Patterson,Biology of Fishes,M,6-7,MCCB,3096,R,5,NZH,0112
FAS,5335C,0.0,21909,4,Charles Cichra,Applied Fisheries Statistics,T,3-4,MCCB,3108,R,3-4,MCCB,3108
SWS,6448,0.0,18445,3,Kanika Inglett,Biogeochemistry of Wetlands and Aquatic Systems,,,,,,,,
SWS,6448,0.0,18446,3,Kanika Inglett,Biogeochemistry of Wetlands and Aquatic Systems,,,,,,,,
SWS,6448,0.0,18447,3,Kanika Inglett,Biogeochemistry of Wetlands and Aquatic Systems,,,,,,,,
SWS,6448,0.0,18448,3,Kanika Inglett,Biogeochemistry of Wetlands and Aquatic Systems,T,4,,,,,,
SWS,6448,0.0,23952,3,Kanika Inglett,Biogeochemistry of Wetlands and Aquatic Systems,,,,,,,,
VME,6934,0.0,28363,1,J Case,Topics in Veterinary Medical Sciences: SA ST MIN INV SURG,T,2,,,,,,
VME,6934,0.0,28777,1,Liang Zhou,Topics in Veterinary Medical Sciences: Mucosal Immunology JC,F,5,,,,,,
VME,6934,0.0,22348,VAR,Adam Biedrzycki,Topics in Veterinary Medical Sciences: Medical 3D Printing,"M,W,F",3,,,,,,
VME,6934,0.0,22540,VAR,Fiona Maunsell,Topics in Veterinary Medical Sciences: IDP Repro Seminar,F,6,,,,,,
AGR,5277C,0.0,10237,3,Gregory Macdonald,Tropical Crop Production,T,7,MCCD,G001,R,6-7,MCCD,G001
AGR,5277C,0.0,24314,3,Gregory Macdonald,Tropical Crop Production,,,,,,,,
AGR,5277C,12.99,25413,3,Gregory Macdonald,Tropical Crop Production,,,,,,,,
AGR,5511,0.0,10238,3,Chris Wilson,Crop Ecology,,,,,,,,
AGR,5511,0.0,10239,3,Chris Wilson,Crop Ecology,,,,,,,,
AGR,5511,12.99,10240,3,Chris Wilson,Crop Ecology,,,,,,,,
AGR,5511,12.99,10241,3,Chris Wilson,Crop Ecology,,,,,,,,
AGR,5511,12.99,25414,3,Chris Wilson,Crop Ecology,,,,,,,,
AGR,6422C,12.99,10243,3,William Hammond,Environmental Crop Nutrition,,,,,,,,
AGR,6422C,0.0,10244,3,William Hammond,Environmental Crop Nutrition,,,,,,,,
AGR,6422C,0.0,10245,3,William Hammond,Environmental Crop Nutrition,,,,,,,,
AGR,6422C,0.0,10246,3,William Hammond,Environmental Crop Nutrition,,,,,,,,
AGR,6422C,12.99,10247,3,William Hammond,Environmental Crop Nutrition,,,,,,,,
AGR,6422C,12.99,25416,3,William Hammond,Environmental Crop Nutrition,,,,,,,,
AGR,6932,0.0,25651,VAR,Edzard Van Santen,Topics in Agronomy: Spreadsheets as Research Tool,T,4,,,,,,
AGR,6932,12.99,27433,VAR,Edzard Van Santen,Topics in Agronomy: Spreadsheets as Research Tool,T,4,,,,,,
AGR,6932,12.99,27434,VAR,Edzard Van Santen,Topics in Agronomy: Spreadsheets as Research Tool,T,4,,,,,,
AGR,6932,0.0,28747,VAR,"James Estrada,Candice Prince",Topics in Agronomy: Communicating Science,T,8,,,R,8-9,,
AGR,6932,0.0,28748,VAR,"James Estrada,Candice Prince",Topics in Agronomy: Communicating Science,T,8,,,R,8-9,,
AGR,6932,0.0,29170,VAR,Lyn Gettys,Topics in Agronomy: Aquatic Nat Resource Proj Mgmt,,,,,,,,
AGR,6932,0.0,29220,VAR,"James Estrada,Candice Prince",Topics in Agronomy: Communicating Science,T,8,,,R,8-9,,
AGR,6932,0.0,29302,VAR,Haywood Laughinghouse,Topics in Agronomy: Special Topic:Algae Lit Review,,,,,,,,
AGR,6932,0.0,29362,VAR,Md Babar,Topics in Agronomy: Plant Breeding for Stress Env.,,,,,,,,
FOR,6340,0.0,25231,3,Timothy Martin,Physiology of Forest Trees,,,,,,,,
FOR,6340,0.0,26055,3,Timothy Martin,Physiology of Forest Trees,,,,,,,,
FOR,6340,0.0,26056,3,Timothy Martin,Physiology of Forest Trees,,,,,,,,
FOR,6340,0.0,27837,3,Timothy Martin,Physiology of Forest Trees,,,,,,,,
CHM,5224,0.0,11295,3,Alexander Grenning,Basic Principles for Organic Chemistry,"M,W,F",3,CCB,221,R,11-E1,LEI,0207
CHM,5235,0.0,11296,3,Sandra Loesgen,Organic Spectroscopy,T,3-4,,,R,4,,
CHM,5275,0.0,11297,2,Austin Evans,The Organic Chemistry of Polymers,"T,R",8,MAT,0010,,,,
CHM,6154,0.0,11300,3,Yong Zeng,Chemical Separations,"M,W,F",2,LEI,0104,,,,
EES,6208,0.0,13345,3,Jean-Claude Bonzongo,Principles of Water Chemistry I,M,6,BLK,0315,W,6-7,BLK,0315
ENV,6508,57.99,27208,3,David Kaplan,Wetland Hydrology,T,7,CSE,E118,R,7-8,CSE,E118
ENV,6508,57.99,27209,3,David Kaplan,Wetland Hydrology,,,,,,,,
ENV,6508,57.99,27210,3,David Kaplan,Wetland Hydrology,,,,,,,,
ENV,6508,0.0,27211,3,David Kaplan,Wetland Hydrology,,,,,,,,
GEO,6938,0.0,13599,VAR,Moulay Sounny-Slitine,Selected Topics in Geography: GIS PROGRAMMING,W,3-4,,,,,,
GEO,6938,0.0,22075,VAR,,Selected Topics in Geography: TRANSPORTATION GEO,M,7-8,TUR,3006,W,7,TUR,3012
GEO,6938,0.0,24299,VAR,Katherine Serafin,"Selected Topics in Geography: WATER, RISK, & EXTREME",R,4-5,TUR,3006,T,4,TUR,1101
GEO,6938,0.0,26861,VAR,Willie Wright,Selected Topics in Geography: BLACK GEOGRAPHIES,T,3-4,TUR,3018,R,3,AND,0101
GEO,6938,0.0,27077,VAR,Michael Norris,Selected Topics in Geography: MED. GEO LAB METHODS,"M,W",6-7,,,,,,
GEO,6938,0.0,28286,VAR,Jason Blackburn,Selected Topics in Geography: App. Remote Sensing Zoonoses,,,,,,,,
GEO,6938,0.0,28418,VAR,Esther Mullens,Selected Topics in Geography: MANAGING FOR CHANGING CLIMATE,R,7-8,,,,,,
GEO,6938,0.0,28978,VAR,Jane Southworth,Selected Topics in Geography: Deep Learning for RS,,,,,,,,
GEO,6938,0.0,28979,VAR,Jane Southworth,Selected Topics in Geography: Machine Learning for RS,,,,,,,,
GEO,6938,0.0,29073,VAR,Yixin Wen,Selected Topics in Geography: Radar & Satellite Meteorology,T,3-4,,,R,3,,
