coursePrefix,courseNum,fee,section,credits,prof,title,days,times,building,room,days2,times2,building2,room2
LAS,6938,0.0,15803,3,Efrain Barradas,Seminar in Modern Latin American Studies: Latinx Cultures,T,10-E1,GRI,0376,,,,
LAS,6938,0.0,15804,3,Glenn Galloway,Seminar in Modern Latin American Studies: Design and Methods Practice,F,3-5,LIT,0113,,,,
LAS,6938,0.0,15805,3,Rebecca Hanson,Seminar in Modern Latin American Studies: Policing the Americas,T,8-10,,,,,,
LAS,6938,0.0,15806,3,Rebecca Hanson,Seminar in Modern Latin American Studies: Law & Order in the Americas,W,11-E2,TUR,1105,,,,
LAS,6938,0.0,15807,3,Margarita Lopez,Seminar in Modern Latin American Studies: DEMOCRACY IN LATIN AMERICA,F,6-8,MAT,0016,,,,
LAS,6938,0.0,15808,3,Rosana Resende,Seminar in Modern Latin American Studies: LA & Caribbean Migration,T,5,MAT,0251,R,4-5,MCCB,3124
LAS,6938,0.0,15834,3,Timothy Mclendon,Seminar in Modern Latin American Studies: Law & Policy in the Americas,W,8-9,,,,,,
LAS,6938,0.0,21044,3,Berta Hernandez,Seminar in Modern Latin American Studies: The Practicum in International,"T,R",3-4,,,,,,
LAS,6938,0.0,21391,3,Maria Useche,Seminar in Modern Latin American Studies: ECO DEVELOPMENT IN LA,W,8-10,MAT,0210,,,,
LAS,6938,0.0,21556,3,Susan Paulson,Seminar in Modern Latin American Studies: Power & Environment,M,6-8,GRI,0376,,,,
LAS,6938,0.0,21557,3,Robert Walker,Seminar in Modern Latin American Studies: Spatial Econometrics &Modeling,W,5-7,,,,,,
LAS,6938,0.0,25515,3,Christopher Busey,Seminar in Modern Latin American Studies: Education in Latin America,R,3-5,,,,,,
PCB,5307C,18.0,19021,4,Mark Brenner,Limnology,"T,R",4-5,WM,0218,,,,
SWS,5050,0.0,19777,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,19778,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,19779,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,19780,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,19781,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,19782,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,19783,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,19809,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
SWS,5050,0.0,21691,3,Samira Daroub,Soils for Environmental Professionals,,,,,,,,
WIS,6934,0.0,20835,VAR,Hayley Adams,Topics in Wildlife Ecology and Conservation: WORKING DOGS/CONSERVATION,,,,,,,,
WIS,6934,0.0,20862,3,Hayley Adams,Topics in Wildlife Ecology and Conservation: WORKING DOGS/CONSERVATION,,,,,,,,
WIS,6934,0.0,20863,VAR,Hayley Adams,Topics in Wildlife Ecology and Conservation: WORKING DOGS/CONSERV,,,,,,,,
WIS,6934,0.0,20864,3,Lyn Branch,Topics in Wildlife Ecology and Conservation: Conservation Planning,W,9-11,RNK,0106,,,,
WIS,6934,0.0,22140,VAR,Hayley Adams,Topics in Wildlife Ecology and Conservation: WORKING DOGS/CONSERV,,,,,,,,
WIS,6934,0.0,22281,2,Max Nickerson,Topics in Wildlife Ecology and Conservation: Biology of Salamanders,,,,,,,,
WIS,6934,0.0,23768,2,"Robert Fletcher,Robert Guralnick",Topics in Wildlife Ecology and Conservation: Species Distribution Modeling,T,7-8,MCCB,3096,,,,
WIS,6934,0.0,24034,3,Miguel Acevedo Torres,Topics in Wildlife Ecology and Conservation: Quant. Analysis/Animal Populat,T,9,MCCB,3108,R,9,MCCB,3108
WIS,6934,0.0,25243,1,"Madan Oli,James Nichols",Topics in Wildlife Ecology and Conservation: Accumulation of Evidence/Eco,,,,,,,,
ANG,6930,0.0,10489,3,Augusto Oyuela-Caycedo,Special Topics in Anthropology: SOCIAL LIFE OF PLANTS,T,9-11,CSE,E221,,,,
ANG,6930,0.0,24555,3,"Kim Valenta,Stephanie Bogart",Special Topics in Anthropology: PRIMATE BEHAVIOR,T,6,NRN,1-247,R,5-6,CBD,0220
ANG,6930,0.0,24558,3,Valerie Deleon,Special Topics in Anthropology: ANATOMY AND EMBRYOLOGY,T,4-5,NRN,1-335,R,5,NRN,1-239
ANG,6930,0.0,24588,VAR,Susan Gillespie,Special Topics in Anthropology: HISTORICITIES,W,3-5,TUR,1208H,,,,
ANG,6930,0.0,24607,3,Richard Kernaghan,Special Topics in Anthropology: ILLICIT WORLDS,T,3-4,BLK,0415,R,4,RNK,0230
ANG,6930,0.0,24841,3,Susan Paulson,Special Topics in Anthropology: POWER & ENVIRONMENT,M,6-8,GRI,0376,,,,
ANG,6930,0.0,24860,3,Susan Paulson,"Special Topics in Anthropology: MASCULINITIES, GENDER, ENVI",R,6-8,GRI,0376,,,,
ANG,6930,0.0,25238,3,Daniel Contreras,Special Topics in Anthropology: R DATA ANALYSIS,T,5,FLI,0121,R,4-5,UST,0108
ANG,6930,0.0,25239,3,Daniel Contreras,Special Topics in Anthropology: THE ANTHROPOCENE,T,8,FLI,0113,R,8-9,FLI,0113
ANG,6930,0.0,25437,3,Oscar Prieto,Special Topics in Anthropology: ARCHAEOLOGY OF HUMAN SACRIFICE,T,3-4,MAT,0009,R,3,MAT,0011
ANG,6930,0.0,25488,3,Richard Kernaghan,Special Topics in Anthropology: TOPOGRAPHIES OF LAW,W,5-7,CBD,0238,,,,
ANG,6930,0.0,25491,3,Marit Ostebo,Special Topics in Anthropology: GLOBAL HEALTH,W,10-E1,UST,0108,,,,
ANG,6930,0.0,25510,3,Alix Johnson,Special Topics in Anthropology: DIGITAL ANTHROPOLOGY,M,10,RNK,0225,W,10-11,RNK,0225
AOM,6932,0.0,10664,2,Cheryl Palm,Special Topics in Agricultural Operations Management: Adv Sustain Ag Intensification,W,8-9,ROG,0283,,,,
AOM,6932,0.0,24379,1,Cheryl Palm,Special Topics in Agricultural Operations Management: Sustainable Ag Intensific lab,M,8-10,ROG,0283,,,,
BOT,5695C,0.0,23786,3,Francis Putz,Ecosystems of Florida,F,3-6,NRN,1-212,,,,
BOT,5725C,30.0,24887,4,"Nicoletta Cellinese,Emily Sessa,Pamela Soltis,Douglas Soltis,Lucas Majure",Taxonomy of Vascular Plants,"T,R",6-8,ROL,0105,,,,
BOT,6935,0.0,21522,1,"Claudia Romero,Francis Putz",Special Topics: TROPICAL CONSERVATION,R,6,PSY,0129,,,,
BOT,6935,0.0,21704,2,Rebecca Kimball,Special Topics: GRANT WRITING SEMINAR,W,4-5,MAEB,0238,,,,
BOT,6935,0.0,22298,1,David Julian,Special Topics: RSRCH SCHOLARSHIP SEM,F,7,CBD,0216,,,,
BOT,6935,0.0,22678,VAR,Marta Wayne,Special Topics,,,,,,,,
ENV,6441,45.0,25184,3,Antarpreet Jutla,Water Resources Planning and Management,T,7,CSE,E118,R,7-8,CSE,E118
ENV,6441,69.99,25348,3,Antarpreet Jutla,Water Resources Planning and Management,,,,,,,,
ENV,6441,0.0,25349,3,Antarpreet Jutla,Water Resources Planning and Management,,,,,,,,
ENV,6935,0.0,13252,1,Nathan Reaver,Graduate Environmental Engineering Seminar: SYS ECOLOGY SEMINAR,R,9,BLK,0315,,,,
ENV,6935,15.0,13253,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLAND SEMINAR,,,,,,,,
ENV,6935,0.0,13254,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLAND SEMINAR,,,,,,,,
ENV,6935,0.0,13255,1,David Kaplan,Graduate Environmental Engineering Seminar: WETLAND SEMINAR,W,5,PHL,0101,,,,
ENV,6935,0.0,13256,1,Myoseon Jang,Graduate Environmental Engineering Seminar: AIR POLLUTION SEMINAR,F,5,BLK,0213,,,,
ENV,6935,15.0,13257,1,Myoseon Jang,Graduate Environmental Engineering Seminar: AIR POLLUTION SEMINAR,,,,,,,,
ENV,6935,0.0,13285,1,Myoseon Jang,Graduate Environmental Engineering Seminar: AIR POLLUTION SEMINAR,,,,,,,,
ENY,6166,15.0,13064,3,William Kern,Insect Classification,,,,,,,,
ENY,6166,15.0,13065,3,Marc Branham,Insect Classification,W,3-5,EYN,3118,F,2-3,EYN,3118
FOR,5159,84.06,13153,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,5159,0.0,13154,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,5159,0.0,13244,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,5159,0.0,13245,3,Deborah Miller,Ecology and Restoration of Longleaf Pine Ecosystems,,,,,,,,
FOR,6934,0.0,14775,3,David Fox,Topics in Forest Resources and Conservation: URBAN FORESTRY,T,6-7,MCCA,2196,R,6-7,NZH,0222
FOR,6934,0.0,14776,3,Jane Bachelor,Topics in Forest Resources and Conservation: HUMAN ORG/MGMT IN NR,,,,,,,,
FOR,6934,0.0,14777,3,Jane Bachelor,Topics in Forest Resources and Conservation: HUMAN ORG/MGMT IN NR,,,,,,,,
FOR,6934,0.0,14778,3,Jane Bachelor,Topics in Forest Resources and Conservation: HUMAN ORG/MGMT IN NR,,,,,,,,
FOR,6934,0.0,14779,3,Shirley Baker,Topics in Forest Resources and Conservation: NAT RES/CHANGING CLIM,T,3-4,MCCD,G001,R,3,MCCD,G001
FOR,6934,0.0,14780,3,Shirley Baker,Topics in Forest Resources and Conservation: NAT RES/CHANGING CLIM,,,,,,,,
FOR,6934,0.0,14781,3,Shirley Baker,Topics in Forest Resources and Conservation: NAT RES/CHANGING CLIM,,,,,,,,
FOR,6934,0.0,14782,3,"Jiri Hulcr,Jason Smith",Topics in Forest Resources and Conservation: FOREST HEALTH MANAGE,M,4-5,WEIM,1070,R,2-4,NZH,0219
FOR,6934,0.0,14809,3,Shirley Baker,Topics in Forest Resources and Conservation: NAT RES/CHANGING CLIM,,,,,,,,
FOR,6934,0.0,14810,3,Matthew Cohen,Topics in Forest Resources and Conservation: FOREST WATER RESOURCE,"M,W",3,MAT,0251,M,7-9,MAT,0251
FOR,6934,0.0,22695,3,Jane Bachelor,Topics in Forest Resources and Conservation: HUMAN ORG/MGMT IN NR,,,,,,,,
FOR,6934,0.0,24980,3,"Daniel Johnson,Geraldine Klarenberg",Topics in Forest Resources and Conservation: Visualization/era big eco data,T,4,RLA,0302,R,4-5,RLA,0302
FOR,6934,0.0,24982,3,Stephanie Bohlman,Topics in Forest Resources and Conservation: Tropical Forestry,T,5,NZH,0219,R,5,NZH,0219
FOR,6934,0.0,25284,3,Chelsey Crandall,Topics in Forest Resources and Conservation: Conserv Behavior/Practitioners,,,,,,,,
FOR,6934,0.0,25285,3,Chelsey Crandall,Topics in Forest Resources and Conservation: Conserv Behavior/Practitioners,,,,,,,,
FOR,6934,0.0,25286,3,Chelsey Crandall,Topics in Forest Resources and Conservation: Conserv Behavior/Practitioners,,,,,,,,
FOR,6934,0.0,25448,3,Geraldine Klarenberg,Topics in Forest Resources and Conservation: Data Wrangling & Research,M,3-4,MCCB,3108,W,3,MCCB,3108
FOR,6934,0.0,25707,3,Timothy Martin,Topics in Forest Resources and Conservation: Forest Tree Physiology,,,,,,,,
FOR,6934,0.0,25787,3,,Topics in Forest Resources and Conservation: Conservation Behavior for Prac,,,,,,,,
HOS,6932,0.0,21410,4,"Karen Koch,Donald Mccarty,Balasubramani Rathinasabapathi",Special Topics: Plant Biochemistry,"M,T,W,R",4,FIF,2318,,,,
HOS,6932,0.0,21710,3,Lorenzo Rossi,Special Topics: ADV HORT PHYSIOLOGY,,,,,,,,
HOS,6932,0.0,22329,2,"Carey Minteer-Killian,Rhuanito Soranz Ferrarezi",Special Topics: JOURNAL CLUB,,,,,,,,
HOS,6932,0.0,23607,3,Emmanuel Torres Quezada,Special Topics: Greenhse/Protected Agriculture,"T,R",7-8,FIF,2318,,,,
HOS,6932,0.0,25734,1,Harry Klee,Special Topics: MOLEC BIO PLNT HORMON,"M,W,F",3-,,,,,,
HOS,6932,0.0,14483,VAR,Brian Pearson,Special Topics: ADV ORN LANDSCP TECH,,,,,,,,
HOS,6932,0.0,14484,VAR,Carrie Adams,Special Topics: ADV ECOSYS RESTORATIO,"T,R",2-3,,,,,,
HOS,6932,0.0,14485,VAR,Gail Hansen De Chapman,Special Topics: ADV RES LNDSP DES,"T,R",9-10,PSF,0004,,,,
HOS,6932,0.0,14486,VAR,Jason Kruse,Special Topics: ADV TURFGRASS CULTURE,,,,,,,,
HOS,6932,0.0,14487,VAR,Gail Hansen De Chapman,Special Topics: URBAN ECO BUILT ENV,"T,R",9-10,,,,,,
LAA,6231,0.0,15611,3,Konstantinos Alexakis,Landscape Architecture Theory,T,9,RNK,0230,R,8-9,RNK,0230
MCB,6670C,24.99,16913,3,Eric Triplett,The Microbiome,,,,,,,,
MCB,6670C,0.0,16941,3,Eric Triplett,The Microbiome,,,,,,,,
PHC,6937,0.0,18531,VAR,Sarah Catalanotto,Special Topics in Public Health: COMM. BASE PARTIC RES,T,7-9,,,,,,
PHC,6937,0.0,18530,VAR,Mattia Prosperi,Special Topics in Public Health: TOP PREC MED PH INFOR,T,4-5,HPNP,G109,,,,
PHC,6937,0.0,21529,VAR,Deepthi Varma,Special Topics in Public Health: MIXED METHODS,M,2-4,HPNP,G110,,,,
PHC,6937,0.0,18532,VAR,Robert Parker,Special Topics in Public Health: Frontiers in Biostat,W,4-5,,,F,5,,
PHC,6937,0.0,18533,VAR,Yichao Yu,Special Topics in Public Health: Survey of Biostat. Methods,T,7,,,R,7-8,,
PHC,6937,0.0,18534,VAR,Ira Longini,Special Topics in Public Health: Analyt. Meth.- Infect. Disease,T,8,MAT,0112,R,8-9,MAT,0112
PHC,6937,0.0,24643,VAR,Steven Foti,Special Topics in Public Health: Data Visual. in Health Science,M,3-4,,,W,3,,
PHC,6937,0.0,24644,VAR,Cindy Prins,Special Topics in Public Health: Introduction to Public Health,,,,,,,,
PHC,6937,0.0,25225,VAR,Qing Lu,Special Topics in Public Health: Stat Learning in Health Scienc,M,6-7,,,W,7,,
PHC,6937,0.0,25226,VAR,Babette Brumback,Special Topics in Public Health: Causal Inference,M,8-9,,,W,8,,
PHC,6937,0.0,21353,3,Afsar Ali,Special Topics in Public Health,,,,,,,,
PHC,6937,0.0,21354,3,Anthony Maurelli,Special Topics in Public Health,T,8,,,R,8-9,,
PHC,6937,0.0,22557,VAR,,Special Topics in Public Health: SUPERVISED TEACHING,,,,,,,,
PHC,6937,0.0,22670,VAR,,Special Topics in Public Health: SUPERVISED TEACHING,,,,,,,,
PHC,6937,0.0,25168,3,Afsar Ali,Special Topics in Public Health,,,,,,,,
SWS,5115,20.0,19810,3,Gabriel Maltais Landry,Environmental Nutrient Management,"T,R",2-3,RNK,0225,,,,
SWS,5247,0.0,19311,2,Larry Ellis,Hydric Soils,,,,,,,,
SWS,5247,0.0,19312,2,Larry Ellis,Hydric Soils,,,,,,,,
SWS,5247,0.0,19313,2,Larry Ellis,Hydric Soils,,,,,,,,
SWS,5247,0.0,19314,2,Larry Ellis,Hydric Soils,,,,,,,,
SWS,5308,0.0,19315,3,Julie Meyer,Ecology of Waterborne Pathogens,W,3,MCCB,2102,,,,
SWS,5308,0.0,19317,3,Julie Meyer,Ecology of Waterborne Pathogens,,,,,,,,
SWS,5308,24.99,19318,3,Julie Meyer,Ecology of Waterborne Pathogens,,,,,,,,
SWS,5308,0.0,19344,3,Julie Meyer,Ecology of Waterborne Pathogens,,,,,,,,
SWS,5551,0.0,19346,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,24.99,19347,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,0.0,19348,3,Andrew Ogram,"Soils, Water, and Public Health",,,,,,,,
SWS,5551,0.0,19349,3,Andrew Ogram,"Soils, Water, and Public Health","M,W,F",3,MCCD,G001,,,,
SWS,6932,0.0,19449,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,W,5,PHL,0101,,,,
SWS,6932,0.0,19478,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,19479,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,19480,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,19482,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,19508,1,Mark Clark,Topics in Soils: WETLANDS SEMINAR,,,,,,,,
SWS,6932,0.0,21693,3,Matthew Deitch,Topics in Soils: CONSERVATION HYDROLOGY,,,,,,,,
VME,6602,0.0,20394,3,Stephen Roberts,General Toxicology,,,,,,,,
VME,6602,0.0,20395,3,Stephen Roberts,General Toxicology,,,,,,,,
VME,6602,0.0,20396,3,Stephen Roberts,General Toxicology,,,,,,,,
VME,6602,0.0,20397,3,Stephen Roberts,General Toxicology,,,,,,,,
GEO,5305,0.0,24244,3,Michael Binford,Environmental Biogeography,R,9,,,T,8-9,,
GLY,5827,6.88,14836,3,Elizabeth Screaton,Ground Water Geology,,,,,,,,
VME,6934,0.0,20559,4,Nancy Toffolo,Topics in Veterinary Medical Sciences: Introduction to Forensic Med,,,,,,,,
VME,6934,0.0,20560,4,Nancy Toffolo,Topics in Veterinary Medical Sciences: Introduction to Forensic Med,,,,,,,,
VME,6934,0.0,20561,1,Ian Tebbett,Topics in Veterinary Medical Sciences: SPEC TOP FORENSIC TOX,,,,,,,,
VME,6934,0.0,20587,VAR,,Topics in Veterinary Medical Sciences: VET DISASTER RESP,,,,,,,,
VME,6934,0.0,20588,4,Nancy Toffolo,Topics in Veterinary Medical Sciences: Introduction to Forensic Med,,,,,,,,
VME,6934,0.0,20589,VAR,,Topics in Veterinary Medical Sciences: CAPSTONE PROJECT,,,,,,,,
VME,6934,0.0,20591,VAR,,Topics in Veterinary Medical Sciences: WELFARE AND WELLNESS,,,,,,,,
VME,6934,0.0,21899,VAR,Fiona Maunsell,Topics in Veterinary Medical Sciences: IDP REPRO MED SEM,,,,,,,,
VME,6934,0.0,25508,1,Bonnie Gatson,Topics in Veterinary Medical Sciences: Sem in Anesthesiology,,,,,,,,
VME,6934,0.0,25509,1,"Mansour Zadeh,Andrew Cooper",Topics in Veterinary Medical Sciences: Mucosal Imm Jrl Club,R,5,,,,,,
VME,6934,0.0,25576,1,Daniel Lewis,Topics in Veterinary Medical Sciences: Dev'l & Acquired SA Ortho Dis,T,2,,,,,,
VME,6934,0.0,25252,VAR,Hayley Adams,Topics in Veterinary Medical Sciences,,,,,,,,
VME,6934,0.0,25253,VAR,Hayley Adams,Topics in Veterinary Medical Sciences,,,,,,,,
VME,6934,0.0,25254,VAR,Hayley Adams,Topics in Veterinary Medical Sciences,,,,,,,,
VME,6934,0.0,25513,3,Janet Yamamoto,Topics in Veterinary Medical Sciences: Vaccines to Prevent/Cure,"T,F",9-,,,,,,
VME,6934,0.0,25624,3,Andrew Allison,Topics in Veterinary Medical Sciences: Vet Virology:An Virus Evol Bio,"T,R",9,,,,,,
VME,6934,0.0,25643,3,Nancy Denslow,Topics in Veterinary Medical Sciences: Ecotoxicology/Risk Assessment,,,,,,,,
AGR,5444,0.0,10291,3,James Estrada,Ecophysiology of Crop Production,,,,,,,,
AGR,5444,0.0,10292,3,James Estrada,Ecophysiology of Crop Production,,,,,,,,
AGR,5444,0.0,10293,3,James Estrada,Ecophysiology of Crop Production,"M,W,F",4,MCCD,G001,,,,
AGR,5444,0.0,10294,3,James Estrada,Ecophysiology of Crop Production,,,,,,,,
AGR,5444,0.0,10295,3,James Estrada,Ecophysiology of Crop Production,,,,,,,,
AGR,6932,0.0,10300,VAR,Edzard Vansanten,Topics in Agronomy: SAS - EXPR DESIGN&DATA ANALY,R,4-5,MCCB,3096,T,4-5,MCCC,0426
AGR,6932,0.0,10302,VAR,,Topics in Agronomy,,,,,,,,
AGR,6932,0.0,21366,VAR,Edzard Vansanten,Topics in Agronomy: SAS - Exper Design&Data Analy,R,4-5,,,T,4-5,,
AGR,6932,0.0,21367,VAR,Jianping Wang,Topics in Agronomy: Plant Chromosomes & Genomes,T,3-4,CGRC,351A,R,4,CGRC,351A
AGR,6932,0.0,21369,VAR,Marcelo Osorio Wallau,"Topics in Agronomy: Supervised Extension, Agronomy",T,9,,,,,,
AGR,6932,0.0,22118,VAR,Edzard Vansanten,Topics in Agronomy: R - Exper Design & Data Analy,R,4-5,MCCB,3096,T,2-3,MCCC,0426
AGR,6932,0.0,22119,VAR,Gregory Macdonald,Topics in Agronomy: Integrated Field Crop Science,"M,W,F",3,,,,,,
AGR,6932,0.0,22305,VAR,Gregory Macdonald,Topics in Agronomy: Integrated Field Crop Sci,,,,,,,,
ABE,5646,0.0,10096,3,Senthold Asseng,Biological and Agricultural Systems Simulation,"T,R",2-3,ROG,0283,,,,
GEO,6255,0.0,24248,3,Corene Matyas,Climatology,,,,,,,,
GEO,6938,0.0,14887,3,Esther Mullens,Selected Topics in Geography: Managing for Climate Change,W,8-9,TUR,3006,,,,
GEO,6938,0.0,14888,VAR,Moulay Sounny-Slitine,Selected Topics in Geography: GIS & PROGRAMMING,,,,,,,,
GEO,6938,0.0,21280,VAR,Cynthia Simmons,Selected Topics in Geography: Geographies of Resistance,W,3-5,TUR,3018,,,,
GEO,6938,0.0,25018,VAR,Gregory Glass,Selected Topics in Geography: Geog Vectored Diseases,"M,W,F",7,TUR,3006,,,,
GEO,6938,0.0,25019,VAR,Seyed Khatami Kalkhoran,Selected Topics in Geography: Google Earth Exploration,"M,W,F",9,TUR,3018,,,,
GEO,6938,0.0,25161,VAR,Esther Mullens,Selected Topics in Geography: Synoptic Meteorology,R,3,TUR,3018,T,2-3,TUR,3018
GEO,6938,0.0,25162,VAR,Seyed Khatami Kalkhoran,Selected Topics in Geography: GEOSPATIAL MODELING,T,10-E1,TUR,3006,,,,
GEO,6938,0.0,25578,VAR,Peter Waylen,Selected Topics in Geography: CLIMATE DATA ANALYSIS,,,,,,,,
SYA,7933,0.0,19722,3,Rebecca Hanson,Special Study in Sociology: POLICING IN THE AMERICAS,T,8-10,PUGH,120,,,,
SYA,7933,0.0,19749,3,Jessica Kahler,Special Study in Sociology: CRIME AND THE ENVIRONMENT,T,3-5,NRN,1-212,,,,
SYA,7933,0.0,23445,3,Raffaele Vacca,Special Study in Sociology: SOCIAL NETWORK ANALYSIS,R,8-10,MAT,0007,,,,
SYA,7933,0.0,23674,3,Tatyana Koropeckyj-Cox,Special Study in Sociology: RESEARCH DESIGN,M,7-9,MAT,0118,,,,
SYA,7933,0.0,23675,3,Marian Borg,Special Study in Sociology: SOC OF DEVIANCE AND SOC CNTRL,R,8-10,UST,0101,,,,
