coursePrefix,courseNum,fee,section,credits,days,times,building,room,title,prof,days2,times2,building2,room2
ADV,3001,,1H29,3,M,1011,WEIM,1084,ADVERTISING STRATEGY,"Starr,Walter J;",W,10,WEIM,1084
ADV,3008,,05HE,3,M,8,WEIL,0270,PRINCIPLE OF ADVERTIS,"DiPasquale,Dennis A;",W,8-9,WEIL,0270
ADV,3008,,5632,3,T,3,WEIM,1064,PRINCIPLE OF ADVERTIS,"Weigold,Michael Fredrick;",R,3-4,WEIM,1064
ADV,3203,,1G32,3,M,5,WEIM,1084,INTRO DESIGN/GRAPHICS,"Kim,Soojin;",W,5-6,WEIM,1084
ADV,3203,,9286,3,T,8,FLG,0280,INTRO DESIGN/GRAPHICS,"Elias,Troy;",R,7-8,FLG,0280
ADV,3500,,1B74,3,T,8,WEIM,G030,ADVERTISING RESEARCH,"Bakry,Amal Mohamed Gamal;",R,8-9,WEIM,G030
ADV,3500,,5082,3,M,3-4,WEIM,1070,ADVERTISING RESEARCH,"Kim,Junga;",W,3,WEIM,1070
ADV,3502,$3.00,084A,3,,,WEB,,ADVERTISING SALES,"Padovano,Robert;",,,,
ADV,4101,$13.50,0064,3,T,5-6,TUR,2328,COPY & VISUALIZATION,"Goodman,Jennifer Robyn Potter;",R,6-7,WEIM,3024
ADV,4101,$13.50,0067,3,T,3-4,WEIM,3028,COPY & VISUALIZATION,"Duke,Lisa Lee;",R,3-4,WEIM,3024
ADV,4101,$13.50,5106,3,W,8-9,WEIM,2050,COPY & VISUALIZATION,"Cozart,Christina Loosli;",R,8-9,WEIM,2056
ADV,4101,$13.50,5374,3,T,3-4,WEIM,1074,COPY & VISUALIZATION,"Jewett,Adriane K;",R,3-4,WEIM,2056
ADV,4300,,1A50,3,T,5-6,LIT,0223,MEDIA PLANNING,"Zheng,Lu;",R,5,LIT,0235
ADV,4300,,8504,3,T,7,WEIM,1094,MEDIA PLANNING,"Zheng,Lu;",R,7-8,WEIM,1094
ADV,4400,$3.00,0469,3,,,WEB,,INTERNATNL ADVERTISNG,"Dodoo,Naa Amponsah;",,,,
ADV,4800,$13.50,08D8,3,R,4-6,WEIM,G030,ADVERTISING CAMPAIGNS,"Morton Padovano,Cynthia R;",,,,
ADV,4800,$13.50,1207,3,T,5-7,WEIM,1084,ADVERTISING CAMPAIGNS,"Baer,James Philip;",,,,
ADV,4800,$13.50,3416,3,T,5-7,WEIM,G030,ADVERTISING CAMPAIGNS,"Starr,Walter J;",,,,
ADV,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL PROBLEMS,"Pisani,Joseph R;",,,,
ADV,4930,,DEPT,3,M,6-8,WEIM,1078,ADVANCED CREATIVE FOX,"Goodman,Jennifer Robyn Potter;",,,,
ADV,4940,,DEPT,VAR,TBA,,,,ADVERTISING INTERNSHP,"Pisani,Joseph R;",,,,
AFA,2000,$18.00,02CE,3,,,WEB,,INTR AFRICAN AMER STU,"Adejumo,Vincen E;",,,,
AFA,2000,,2517,3,T,4,NRN,0331,INTR AFRICAN AMER STU,"Nunn,Patricia Hilliard;",R,4-5,NRN,0331
AFA,3240,,07G9,3,T,4,MAT,0011,THE AFRICAN DIASPORA,"Harrison,Faye V;",R,4-5,MAT,0108
AFA,3332,,07G7,3,T,7,FAC,0127,BLK FEMIN/WOMAN THRY,"Harrison,Faye V;",R,7-8,FAC,0127
AFA,3356,,1232,3,T,8-9,AND,0134,AFRICAN AMER RELIGION,"Simmons,Gwendolyn Delores;",R,9,AND,0134
AFA,3930,,04CE,3,M W F,5,MCCB,1108,HAITIAN CULTURE & SOC,"Hebblethwaite,Benjamin John;",,,,
AFA,3930,,1C04,3,T,5-6,TUR,2349,HIP HOP SEXUAL POLIT,"Hosbey,Justin T;",R,6,TUR,2349
AFA,3930,,1110,3,M W F,4,TUR,2333,THE SLAVE NARRATIVE,"McIlvoy,Karen Elizabeth;",,,,
AFA,3930,,1296,3,T,6-8,RNK,0225,BLACKS IN FILMS,"Nunn,Patricia Hilliard;",,,,
AFA,4905,,07AD,2,TBA,,,,AFR AMER IN PARIS,"Austin,Sharon Denise;",,,,
AFA,4905,,DEPT,3,TBA,,,,GHANA AFR AMER EXPER,"Nunn,Patricia Hilliard;",,,,
AFA,4905,,DEPT,1,TBA,,,,PARIS ADD RESEARCH,"Austin,Sharon Denise;",,,,
AFA,4905,,DEPT,3,TBA,,,,INDIVIDUAL STUDY,"Austin,Sharon Denise;",,,,
AFA,4931,,02E3,3,M,9-11,TUR,1101,WOMEN WRITING RACE,"King,Debra Walker;",,,,
AFA,4931,,12F7,3,W,7-9,FLI,0113,RACE LABOR WMN AUTOBI,"Allukian,Kristin F;",,,,
AFA,4931,,14G1,3,T,9-11,NRN,0166,RACE CULT & CLASSROOM,"Acosta,Melanie Moore;",,,,
AFA,4937,,164F,3,TBA,,,,AFRICAN-AM SEN SEM 2,"Nunn,Patricia Hilliard;",,,,
AFA,4937,,6867,3,W,3-5,FLI,0113,AFRICAN-AM SEN SEM 2,"Nunn,Patricia Hilliard;",,,,
AFA,4940,,DEPT,3,TBA,,,,AF AM. INTERNSHIP,"Austin,Sharon Denise;Herman,Harley Scott;",,,,
AFS,2002,,0941,3,T,2-3,NRN,0331,AFRICAN EXPERIENCE,"Serra,Renata;",R,2,NRN,0331
AFS,4905,,07CF,5,MTWRF,3,MAT,0009,BEGINNING ZULU 1,"Mini,Buyiswa M;",,,,
AFS,4935,,066E,3,T,3,MCCB,1108,HEALTH&SOCIETY AFRICA,"Rheingans,Richard D;",R,3-4,MCCB,2102
AFS,4935,,12G7,3,M W F,5,FLI,0101,AFRICAN ENVIRON ISSUE,"Noss,Andrew Jay;",,,,
AFS,4935,,1384,3,T,8-9,TUR,1315,ISLAM IN THE WEST,"Kane,Abdoulaye;",R,9,TUR,1315
AFS,6905,,03F0,3,T,7,CBD,0234,FOUND OF ECO SUS DEV,"Serra,Renata;",R,7-8,CBD,0234
AFS,6905,,DEPT,3,R,3-5,CBD,0216,SUSTAINABLE DEV PRACT,"Galloway,Glenn;",,,,
AFS,6905,,0813,3,W,5-7,CBD,0224,DIASPORAS OF AFRICA,"Kane,Abdoulaye;",,,,
AFS,6905,,DEPT,VAR,TBA,,,,SAHEL SEMINAR,"Villalon,Leonardo Alfonso;",,,,
ABE,2012C,,0923,3,M W,2,ROG,0129,INTRO BIOLOGICAL ENGR,"Leary,James Daniel;",M,9,ROG,0129
ABE,2012C,,0990,3,M W,2,ROG,0129,INTRO BIOLOGICAL ENGR,"Leary,James Daniel;",M,8,ROG,0129
ABE,3000C,$34.76,049D,3,M W F,4,ROG,0129,APPLS BIOLOGICAL ENG,"Correll,Melanie J;",W,5-7,ROG,0129
ABE,3000C,$34.76,4148,3,M W F,4,ROG,0129,APPLS BIOLOGICAL ENG,"Correll,Melanie J;",F,5-6,ROG,0129
ABE,3212C,$30.00,1715,4,T,2-3,ROG,0211,LAND & WATER RES ENGR,"Munoz-Carpena,Rafael;",R,8-10,ROG,0283
ABE,3652C,$15.00,0137,3,T R,7,ROG,0129,PHYS/RHEOLOG PROP BIO,"Pelletier,William;",T,8-9,ROG,0129
ABE,3652C,$15.00,2632,3,T R,7,ROG,0129,PHYS/RHEOLOG PROP BIO,"Pelletier,William;",R,8-9,ROG,0129
ABE,4033,,01E5,3,T,3-4,ROG,0129,FUND & APPS BIOSENSOR,"McLamore,Eric;",R,3,ROG,0129
ABE,4034,,0542,3,T R,4-5,ROG,0283,REMOTE SENSING IN ENG,"Judge,Jasmeet;",,,,
ABE,4043C,,0138,2,F,8-9,ROG,0110,BIOLOGICAL ENG DES 2,"McLamore,Eric;",,,,
ABE,4413C,,0855,3,T R,6,ROG,0283,POSTHARVEST OPER ENGR,"Bucklin,Ray A;Pelletier,William;",M,7-9,ROG,0283
ABE,4905,,DEPT,VAR,TBA,,,,INDUSTRIAL HYGIENE,"Correll,Melanie J;",,,,
ABE,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,"Leary,James Daniel;",,,,
ABE,4913,,DEPT,3,T,8-10,PUGH,170,INTEG PROD/PROC DES 2,"Leary,James Daniel;Stanfill,R Keith;",,,,
ABE,4931,,0143,1,W,5,ROG,0110,PROFESSIONAL ISSUES,"Welt,Bruce Ari;",,,,
ABE,4932,,DEPT,VAR,TBA,,,,SPECIAL TOPICS,"Pullammanappallil,P C;",,,,
ABE,4932,,118E,3,M,3,ROG,0211,PRIN/APP SOLAR ENERGY,"Pazmino,Marco A;",W,3-4,ROG,0211
ABE,5038,,01FC,3,T,3-4,ROG,0129,DEV & APP BIOSENSORS,"McLamore,Eric;",R,3,ROG,0129
ABE,5152,,057H,3,M W,4-5,ROG,0283,ELEC-HYDRAU CIRC/CONT,"Burks,Thomas Francis;",,,,
ABE,5646,,1042,3,T R,2-3,ROG,0283,BIOL & AG SYS SIMULA,"Asseng,Senthold;",,,,
ABE,5653,,06AE,3,T R,7,ROG,0129,RHEOLOGY & MECHANICS,"Pelletier,William;",T,8-9,ROG,0129
ABE,5663,,4857,3,M W F,6,ROG,0211,APP MICROBIAL BIOTECH,"Pullammanappallil,P C;",,,,
ABE,6031,$40.00,058G,3,M W,7-8,ROG,0214,INSTR IN AGR ENG RES,"Burks,Thomas Francis;",,,,
ABE,6035,,056B,3,T R,4-5,ROG,0283,ADV REMOTE SENSING,"Judge,Jasmeet;",,,,
ABE,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,"Bucklin,Ray A;",,,,
ABE,6933,$3.00,0389,3,,,WEB,,COMMUNICATING IN ACAD,"Li,Yuncong;Migliaccio,Kati White;",,,,
ABE,6933,,06E6,3,T,4,ROG,0106,BIO-BASED PRODUCTS,"Tong,Zhaohui;",R,4-5,ROG,0106
ABE,6933,$3.00,DEPT,3,,,WEB,,COMMUNICATING IN ACAD,"Li,Yuncong;Migliaccio,Kati White;",,,,
ABE,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,"Bucklin,Ray A;",,,,
ABE,6971,,9759,VAR,TBA,,,,MASTERS RESEARCH,"Bucklin,Ray A;",,,,
ABE,7979,,0158,VAR,TBA,,,,ADVANCED RESEARCH,"Bucklin,Ray A;",,,,
ABE,7980,,0159,VAR,TBA,,,,DOCTORAL RESEARCH,"Bucklin,Ray A;",,,,
EGN,4912,,DEPT,VAR,TBA,,,,ENGINEERING RESEARCH,"Pullammanappallil,P C;",,,,
AEC,3030C,$5.20,0160,3,T R,9,CSE,A101,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Mott,Christopher Eugene;Newberry,Milton Garry III;",M,2-3,ROL,0306
AEC,3030C,$5.20,0161,3,T R,9,CSE,A101,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Mott,Christopher Eugene;Newberry,Milton Garry III;",M,2-3,ROL,0310
AEC,3030C,$5.20,0162,3,T R,9,CSE,A101,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Mott,Christopher Eugene;Newberry,Milton Garry III;",M,4-5,ROL,0306
AEC,3030C,$5.20,0163,3,T R,9,CSE,A101,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Mott,Christopher Eugene;Newberry,Milton Garry III;",M,4-5,ROL,0310
AEC,3030C,$5.20,0164,3,T R,9,CSE,A101,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Newberry,Milton Garry III;Spencer,Kendrick Leroy;",F,2-3,ROL,0306
AEC,3030C,$5.20,0165,3,T R,9,CSE,A101,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Newberry,Milton Garry III;Spencer,Kendrick Leroy;",F,2-3,ROL,0310
AEC,3030C,$5.20,0166,3,T R,9,CSE,A101,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Bletscher,Caitlin G;Newberry,Milton Garry III;",F,4-5,ROL,0306
AEC,3030C,$5.20,0167,3,T R,9,CSE,A101,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Bletscher,Caitlin G;Newberry,Milton Garry III;",F,4-5,ROL,0310
AEC,3030C,$5.20,0170,3,T R,9,CSE,A101,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Bletscher,Caitlin G;Newberry,Milton Garry III;",F,6-7,ROL,0306
AEC,3030C,$5.20,0171,3,T R,9,CSE,A101,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Bletscher,Caitlin G;Newberry,Milton Garry III;",F,6-7,ROL,0310
AEC,3030C,$5.20,0179,3,T R,9,CSE,A101,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Newberry,Milton Garry III;Spencer,Kendrick Leroy;",W,2-3,ROL,0306
AEC,3030C,$5.20,0203,3,T R,9,CSE,A101,EFFECT ORAL COMMUNICA,"Andenoro,Anthony Clyde;Newberry,Milton Garry III;Spencer,Kendrick Leroy;",W,2-3,ROL,0310
AEC,3033C,$1.00,0175,3,M W F,2,CSE,E121,RESEARCH/BUSINES WRIT,"Leal,Arthur;",,,,
AEC,3033C,$1.00,3591,3,M W F,3,FAB,0103,RESEARCH/BUSINES WRIT,"Gorham,Laura M;Perry,Marian Linda;",,,,
AEC,3070C,$140.00,DEPT,3,M,7,ROL,0205,DIGITAL MEDIA PRODUCT,"Telg,Ricky W;",W,7-9,ROL,0205
AEC,3209,$7.00,05F4,3,M,2,ROL,0205,INSTRUCT/EVENT PLAN,"Raulerson,Rebekah G;",W,2-3,ROL,0205
AEC,3209,$7.00,DEPT,3,TBA,,,,INSTRUCT/EVENT PLAN,"Dale,Tiffany C;",,,,
AEC,3414,$16.00,7510,3,M W F,3,TUR,L005,LEADERSHIP DEVELOPMNT,"Stedman,Nicole Lamee Perez;",,,,
AEC,4035,$140.00,DEPT,3,T,2-3,BRT,0107,ADV AG COMMUNICA WRIT,"Holt,Jessica;Telg,Ricky W;",R,3,BRT,0107
AEC,4036,$140.00,DEPT,3,F,3-5,BRT,0107,ADV AG COMMUNICA PROD,"Raulerson,Rebekah G;Telg,Ricky W;",,,,
AEC,4052,$105.00,DEPT,3,T,4,RNK,0215,COMMUNIC CAMPAIGN STR,"Perry,Marian Linda;",R,4-5,RNK,0230
AEC,4065,$5.00,0022,3,M,3-4,ROL,0205,ISSUES IN AG & LIFE,"Raulerson,Rebekah G;",W,4,ROL,0205
AEC,4200,$42.54,DEPT,3,TBA,,,,TCH METHODS IN AG ED,"Dyer,James E;",,,,
AEC,4202,$13.00,DEPT,3,,,WEB,,CURRIC DEV/ASSESS TEC,"Dyer,James E;",,,,
AEC,4202,$10.00,DEPT,3,TBA,,,,CURRIC DEV/ASSESS TEC,"Dyer,James E;",,,,
AEC,4224,$34.00,DEPT,3,TBA,,,,SP MTHDS TCHG AG EDUC,"Roberts II,Thomas G;",,,,
AEC,4224,$37.00,DEPT,3,,,WEB,,SP MTHDS TCHG AG EDUC,"Dyer,James E;",,,,
AEC,4224,$34.00,DEPT,3,TBA,,,,SP MTHDS TCHG AG EDUC,"Dyer,James E;",,,,
AEC,4228,$144.15,DEPT,3,W,9,ROL,0306,LAB PRAC TCHG AGRIC,"Thoron,Andrew C;",R,7-10,ROL,0306
AEC,4228,$144.15,DEPT,3,TBA,,,,LAB PRAC TCHG AGRIC,"Dyer,James E;",,,,
AEC,4417,$12.00,05AB,3,M,7-8,TUR,2336,LDRSHP PER & ORGCHNG,"Stedman,Nicole Lamee Perez;",W,7,TUR,2336
AEC,4434,,9159,3,T,8-9,CSE,E121,COMM/LDRSHP GRP/TEAMS,"Carter,Hannah S;",R,9,CSE,E121
AEC,4465,$6.00,1G54,3,M,5-6,ROL,0205,GLOBAL LEADERSHIP,"Hartmann,Marta M;",W,5,ROL,0205
AEC,4905,,DEPT,3,T,6,ROL,0205,LEADERSHIP ETHICS,"Andenoro,Anthony Clyde;",R,6-7,ROL,0205
AEC,4905,,1H55,VAR,,,WEB,,TEACHING INDUCTION II,"Dyer,James E;",,,,
AEC,4905,,DEPT,3,TBA,,,,READ IN CONT AREA,"Dyer,James E;",,,,
AEC,4942,$15.00,DEPT,9,TBA,,,,AGRIC EDUC INTERNSHIP,"Thoron,Andrew C;",,,,
AEC,4942,$15.00,DEPT,VAR,TBA,,,,AGRIC EDUC INTERNSHIP,"Dyer,James E;",,,,
AEC,4943,,DEPT,VAR,TBA,,,,LDRDSHP DEVELP INTERN,"Stedman,Nicole Lamee Perez;",,,,
AEC,4944,,DEPT,VAR,TBA,,,,COOP EXTEN INTERNSHIP,"Myers,Brian E;",,,,
AEC,4948,,DEPT,VAR,TBA,,,,AGRI COMMUNICA INTERN,"Telg,Ricky W;",,,,
AEC,5032,$50.00,DEPT,3,T,2-3,BRT,0107,AG MEDIA WRITING,"Holt,Jessica;Telg,Ricky W;",R,3,BRT,0107
AEC,5037,$50.00,DEPT,3,F,3-5,BRT,0107,AG MEDIA PRODUCTION,"Raulerson,Rebekah G;Telg,Ricky W;",,,,
AEC,5060,,063B,3,,,WEB,,PUB OPIN/NAT RES ISSU,"Blackwell,CIndy S;",,,,
AEC,5060,$3.00,DEPT,3,,,WEB,,PUB OPIN/NAT RES ISSU,"Blackwell,CIndy S;",,,,
AEC,5206,$3.00,DEPT,3,,,WEB,,TEACHING METHODS,"Dyer,James E;",,,,
AEC,5227,,DEPT,3,W,9,ROL,0306,TCH AG ED LAB FACILIT,"Thoron,Andrew C;",R,7-10,ROL,0306
AEC,5454,,063H,3,,,WEB,,LEADER DEV EXTEN/COMM,"Stedman,Nicole Lamee Perez;",,,,
AEC,5454,$3.00,DEPT,3,,,WEB,,LEADER DEV EXTEN/COMM,"Stedman,Nicole Lamee Perez;",,,,
AEC,5541,$50.00,DEPT,3,M,7,ROL,0205,COMM & INST TECH AG,"Telg,Ricky W;",W,7-9,ROL,0205
AEC,5545,$34.00,DEPT,3,TBA,,,,SPCL METH TEACHING AG,"Roberts II,Thomas G;",,,,
AEC,6210,,05FG,3,T,7-9,ROL,0306,DESGN EDUC PRGM IN AG,"Barrick,R Kirby;",,,,
AEC,6767,,7824,3,W,6-8,ROL,0306,RESEARCH STRATEGIES,"Myers,Brian E;",,,,
AEC,6905,,028F,3,W,6-7,ROL,0409,DATA ANALY & INTERP,"Israel,Glenn D;",F,8,ROL,0409
AEC,6905,,06DD,3,T,2-4,ROL,0306,TEACHER EDUCATION,"Barrick,R Kirby;",,,,
AEC,6905,,DEPT,VAR,TBA,,,,STUDENT TEACHING,"Dyer,James E;",,,,
AEC,6905,$3.00,DEPT,3,,,WEB,,TCHING INDUCTION PROG,"Dyer,James E;",,,,
AEC,6905,,DEPT,VAR,,,WEB,,PROB IN AG & EXT ED,"Dyer,James E;",,,,
AEC,6905,,DEPT,3,TBA,,,,CURRIC DEV & ASSESS,"Dyer,James E;",,,,
AEC,6910,,DEPT,VAR,TBA,,,,SUPERVISED RESEARCH,"Carter,Hannah S;Thoron,Andrew C;",,,,
AEC,6912,,DEPT,VAR,TBA,,,,NONTHESIS RESEARCH,"Irani,Tracy Anne;Rumble,Joy N;Telg,Ricky W;Thoron,Andrew C;",,,,
AEC,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,"Dyer,James E;",,,,
AEC,6945,,DEPT,VAR,TBA,,,,PRACTICUM AG ED/COMM,"Thoron,Andrew C;",,,,
AEC,6971,,DEPT,VAR,TBA,,,,MASTERS RESEARCH,"Carter,Hannah S;Irani,Tracy Anne;Israel,Glenn D;Monaghan,Paul F;Myers,Brian E;Thoron,Andrew C;",,,,
AEC,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Carter,Hannah S;Irani,Tracy Anne;Israel,Glenn D;Monaghan,Paul F;Myers,Brian E;Roberts II,Thomas G;Telg,Ricky W;",,,,
AEC,7980,,DEPT,VAR,TBA,,,,DOCTORAL RESEARCH,"Harder,Amy Marie;Israel,Glenn D;Myers,Brian E;Osborne,Edward Wayne;Thoron,Andrew C;",,,,
AGG,5504,,DEPT,3,M,6-8,PUGH,120,CRIT/CREA THINK PROB,"Andenoro,Anthony Clyde;",,,,
AOM,3734,,1683,3,M W F,7,ROG,0110,IRRIGA PRACT FLORIDA,"Scholtz,Richard V,III;",,,,
AOM,4314C,,02E0,3,T R,4,ROG,0110,POWER/MACHINE MANAGE,"Scholtz,Richard V,III;",R,8-9,ROG,0110
AOM,4314C,,025C,3,T R,4,ROG,0110,POWER/MACHINE MANAGE,"Scholtz,Richard V,III;",R,5-6,ROG,0110
AOM,4434,$15.00,2945,3,T R,2-3,ROG,0110,PRECISION AGRICULTURE,"Lee,Won Suk;",,,,
AOM,4444C,,003E,3,M W F,2,ROG,0110,ELECT POWER/INSTRUMEN,"Porter,Wendell A;",,,,
AOM,4455,,4575,3,M W F,4,ROG,0110,AGRI OPERATION/SYSTEM,"Fraisse,Clyde William;Kiker,Gregory A;Porter,Wendell A;Scholtz,Richard V,III;",,,,
AOM,4905,,DEPT,VAR,TBA,,,,SPECIAL PROBLEMS,"Porter,Wendell A;",,,,
AOM,4933,,0083,1,W,5,ROG,0110,PROFESSIONAL PRACTICE,"Welt,Bruce Ari;",,,,
ALS,3923,,DEPT,1,W,10,MCCB,3096,HONORS ORIENTATION,"Goss,Erica M;",,,,
ALS,4404,,DEPT,3,TBA,,,,INTERNATIONAL STUDIES,"Stein,Taylor Verne;",,,,
ALS,4905,,DEPT,VAR,TBA,,,,PROBLEMS IN AGRICUL,"Turner,R Elaine;",,,,
ALS,4909,,DEPT,VAR,TBA,,,,HONORS PROJECT,"Turner,R Elaine;",,,,
ALS,4932,,DEPT,1,TBA,,,,PLANT COM FL PANHAND,"Miller,Deborah Louise;Thetford,Mack;",,,,
ALS,4932,,1H20,3,W,3-4,FAC,0120,CHALLENGE 2050:TOOLS,"Clark,Jennifer L;Oli,Monika Walburga;Porter,Wendell A;",TO ARR,ANGE,,
ALS,4932,,11F5,3,M,8,MCCB,3096,HUMANITY'S 2050 CHALL,"Andenoro,Anthony Clyde;Bigham,Dana L;",W,8-9,MCCB,3096
ALS,4932,,DEPT,3,R,8-10,MCCB,3108,CAMPUS GARDEN DESIGN,"Prizzia,Anna Mary;",,,,
